Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
70,188518,52826,99764,482515,6805,7679,7538,1399
71,180338,52024,99745,491516,6828,7630,7649,1434
72,172416,51229,99534,500444,6628,7423,7634,1334
73,164740,50444,99043,509396,6438,7223,7714,1370
74,157458,49336,98571,518258,6100,7208,7680,1322
75,150460,48137,98007,527019,5869,7068,7632,1292
76,143786,46904,97158,535775,5595,6828,7677,1241
77,137489,45481,96368,544285,5268,6691,7481,1220
78,131329,44197,95505,552592,5176,6460,7323,1182
79,125413,42886,94348,560976,4976,6287,7444,1210
80,119987,41232,93314,569090,4528,6182,7216,1189
81,114710,39819,91967,577127,4417,5830,7177,1105
82,109789,38237,90535,585062,4102,5684,7116,1063
83,105188,36557,89042,592836,3816,5496,6989,1029
84,100929,34814,87438,600442,3507,5250,6854,913
85,96789,33164,85779,607891,3418,5068,6727,913
86,92986,31513,84071,615053,3112,4763,6471,927
87,89468,29809,82122,622224,2854,4558,6507,864
88,84375,29984,80089,629175,4453,4278,6311,849
89,78872,30556,78165,636030,4902,4330,6254,800
90,74087,30447,76542,642547,4222,4331,5954,760
91,69656,30039,75030,648898,3902,4310,5822,826
92,65668,29297,73411,655247,3494,4236,5855,821
93,62186,28090,71966,661381,3014,4221,5666,772
94,58769,26932,70624,667298,2976,4134,5476,781
95,55725,25645,69192,673061,2626,3913,5345,714
96,52986,24313,67646,678678,2345,3677,5223,698
97,50531,22943,66015,684134,2078,3448,5079,678
98,48320,21496,64388,689419,1853,3300,4927,625
99,46240,20204,62476,694703,1738,3030,4942,593
100,44318,18759,60824,699722,1595,3040,4692,567
101,42529,17604,58773,704717,1474,2629,4680,506
102,40958,16390,56766,709509,1268,2482,4489,464
103,39551,15102,54758,714212,1118,2406,4414,437
104,38266,13965,52733,718659,1007,2144,4169,393
105,37068,12895,50605,723055,928,1998,4126,365
106,35914,11922,48742,727045,892,1865,3728,340
107,34907,11028,46795,730893,752,1646,3593,305
108,33952,10169,44853,734649,709,1568,3510,301
109,33077,9310,42962,738274,637,1496,3387,268
110,32219,8606,41040,741758,627,1331,3253,226
111,31446,7874,39117,745186,548,1280,3203,231
112,30727,7232,37231,748433,499,1141,3027,212
113,30058,6659,35396,751510,453,1026,2861,205
114,29399,6142,33612,754470,447,964,2748,185
115,28786,5662,31870,757305,405,885,2627,173
116,28198,5263,30269,759893,385,784,2385,160
117,27681,4802,28758,762382,318,779,2290,156
118,27205,4367,27279,764772,281,716,2195,140
119,26757,3964,25884,767018,257,660,2055,127
120,26329,3646,24449,769199,241,559,1994,110
121,25916,3357,23034,771316,230,519,1934,92
122,25505,3123,21804,773191,230,464,1694,75
123,25118,2896,20524,775085,211,438,1718,85
124,24760,2680,19360,776823,183,399,1563,74
125,24410,2476,18305,778432,180,384,1439,55
126,24083,2317,17244,779979,158,317,1378,67
127,23792,2116,16216,781499,126,327,1355,69
128,23503,1950,15252,782918,124,290,1254,58
129,23207,1788,14364,784264,131,293,1181,58
130,22940,1657,13490,785536,106,237,1111,49
131,22668,1534,12741,786680,112,235,984,49
132,22407,1451,11976,787789,103,186,951,44
133,22154,1346,11247,788876,95,200,929,37
134,21901,1239,10585,789898,96,203,865,34
135,21668,1116,10003,790836,79,202,784,30
136,21444,1024,9429,791726,72,164,738,28
137,21214,964,8883,792562,79,139,685,39
138,20981,919,8349,793374,85,130,664,26
139,20786,826,7858,794153,49,142,633,34
140,20590,756,7390,794887,51,121,589,28
141,20389,689,6959,795586,56,123,554,16
142,20197,626,6529,796271,50,113,543,22
143,19998,609,6101,796915,59,76,504,17
144,19812,568,5714,797529,47,88,475,18
145,19636,516,5360,798111,38,90,444,13
146,19461,483,5006,798673,39,72,426,8
147,19292,448,4659,799224,35,70,417,12
148,19134,397,4378,799714,24,75,356,12
149,18965,361,4090,800207,36,72,360,14
150,18807,333,3840,800643,28,56,306,10
151,18652,304,3606,801061,25,54,288,10
152,18501,284,3369,801469,23,43,280,6
153,18354,265,3164,801840,20,39,244,9
154,18206,252,2966,802199,22,35,233,6
155,18053,247,2757,802566,29,34,243,7
156,17907,235,2589,802892,22,34,202,3
157,17767,208,2423,803225,18,45,211,10
158,17627,191,2284,803521,18,35,174,6
159,17490,171,2139,803823,17,37,182,5
160,17357,161,2010,804095,15,25,154,2
161,17230,150,1874,804369,9,20,156,8
162,17106,134,1774,804609,8,24,124,2
163,16977,129,1661,804856,13,18,131,2
164,16855,116,1558,805094,6,19,122,5
165,16730,108,1468,805317,11,19,109,1
166,16609,103,1375,805536,9,14,107,0
167,16491,103,1284,805745,6,6,97,1
168,16373,100,1179,805971,7,10,115,0
169,16258,92,1106,806167,4,12,85,2
170,16143,84,1027,806369,4,12,91,3
171,16028,78,968,806549,5,11,70,1
172,15916,73,909,806725,4,9,68,1
173,15799,75,835,806914,9,7,81,0
174,15686,67,792,807078,5,13,56,2
175,15571,63,750,807239,7,11,53,2
176,15457,60,707,807399,7,10,53,2
177,15343,57,668,807555,7,10,49,2
178,15233,53,625,807712,4,8,51,1
179,15123,46,585,807869,4,11,51,3
180,15010,47,543,808023,7,6,48,0
181,14901,48,508,808166,3,2,37,0
182,14795,41,481,808306,1,8,35,0
183,14690,38,458,808437,1,4,27,1
184,14586,37,432,808568,1,2,28,0
185,14481,34,410,808698,4,7,29,2
186,14380,31,385,808827,1,4,29,1
187,14279,25,366,808953,1,7,26,1
188,14177,21,344,809081,2,6,28,3
189,13912,156,355,809200,3,32,21,7
190,13814,138,352,809319,2,20,23,3
191,13720,118,347,809438,0,20,25,5
192,13624,103,337,809559,2,17,27,4
193,13530,86,330,809677,0,17,24,6
194,13431,81,316,809795,5,10,24,3
195,13338,66,305,809914,0,15,26,0
196,13083,205,315,810020,1,26,16,7
197,12995,180,319,810129,0,25,21,5
198,12905,161,317,810240,2,21,23,2
199,12817,128,322,810356,0,33,28,7
200,12727,114,314,810468,2,16,24,1
201,12639,101,298,810585,1,14,30,3
202,12551,85,293,810694,1,17,22,4
203,12302,219,301,810801,1,31,23,6
204,12219,192,307,810905,1,28,22,7
205,12135,167,317,811004,2,27,17,3
206,12053,144,311,811115,0,23,29,6
207,11970,124,297,811232,1,21,35,4
208,11889,110,290,811334,0,14,21,1
209,11807,93,288,811435,1,18,20,5
210,11565,222,301,811535,1,36,23,13
211,11488,196,303,811636,1,27,25,6
212,11410,172,300,811741,2,26,29,6
213,11334,148,304,811837,0,24,20,3
214,11257,123,309,811934,1,26,21,7
215,11177,111,303,812032,4,16,22,6
216,11102,100,290,812131,0,11,24,3
217,10866,232,298,812227,0,32,24,12
218,10792,196,315,812320,3,39,22,10
219,10721,170,316,812416,1,27,26,7
220,10651,140,327,812505,0,30,19,10
221,10578,129,321,812595,3,14,20,4
222,10507,104,319,812693,1,26,28,7
223,10436,90,308,812789,1,15,26,4
224,10202,202,346,812873,3,55,17,14
225,10134,180,339,812970,2,24,31,8
226,10069,153,342,813059,0,27,24,3
227,10004,127,349,813143,0,26,19,5
228,9936,113,337,813237,3,17,29,2
229,9871,95,340,813317,1,19,16,2
230,9806,77,340,813400,1,19,19,3
231,9740,69,330,813484,2,10,20,3
232,9675,62,308,813578,1,8,30,0
233,9610,53,293,813667,2,11,26,1
234,9547,48,271,813757,0,5,27,1
235,9483,43,251,813846,2,7,27,1
236,9422,40,238,813923,0,3,16,1
237,9363,31,228,814001,0,9,19,2
238,9139,168,238,814078,1,28,18,5
239,9081,134,262,814146,0,34,10,5
