Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
36,710699,10258,12981,20472,1927,1381,961,235,0.308737405443602,0.7928560785089643,0.29163757411971253
37,708652,10858,13439,21461,2047,1447,989,246,0.320818905234711,0.8203705818416187,0.30223045178537383
38,706475,11504,13964,22467,2177,1531,1006,269,0.33378379587032336,0.849373551105072,0.31353846649845096
39,704088,12211,14584,23527,2387,1680,1060,278,0.3475964151293956,0.8796246585619011,0.3255102363151864
40,701597,12885,15257,24671,2491,1817,1144,291,0.36222467818910986,0.9108732340085279,0.33806292230592644
41,698769,13884,15914,25843,2828,1829,1172,306,0.3776413142179826,0.9428603419074706,0.351204269735812
42,695739,14903,16760,27008,3030,2011,1165,328,0.39382497550502044,0.9753209270087572,0.3647786804372525
43,692417,16004,17716,28273,3322,2221,1265,409,0.41076114006765824,1.0079860106812006,0.3788159552889443
44,688861,17313,18613,29623,3556,2247,1350,381,0.4284427126113591,1.0405849197540498,0.39323579716363705
45,684850,18907,19573,31080,4011,2417,1457,439,0.44687021259681853,1.072847529400127,0.40804265786463195
46,680558,20496,20775,32581,4292,2703,1501,473,0.4660514237668501,1.1045065014752165,0.4230793833150771
47,675852,22274,22065,34219,4706,2928,1638,499,0.4860003694322747,1.1352994997661252,0.4384239861880012
48,670544,24422,23586,35858,5308,3160,1639,574,0.5067354757747905,1.1649713637911614,0.45396824640890726
49,664727,26875,25093,37715,5817,3364,1857,599,0.5282767961059439,1.1932762231402478,0.4695494969155553
50,658463,29238,27174,39535,6264,3901,1820,652,0.5506421979910715,1.2199795348345728,0.485182773749037
51,651262,32361,29173,41614,7201,4078,2079,721,0.5738424682722213,1.2448600268235772,0.5008603189060745
52,643406,35630,31533,43841,7856,4587,2227,756,0.5978753734198007,1.2677115315148546,0.516129838475267
53,634733,39227,34210,46240,8673,5076,2399,924,0.6227188270355603,1.28834469414375,0.5310918858812074
54,625107,43257,37166,48880,9626,5596,2640,1013,0.6483234608829601,1.3065885418265752,0.5454756634941529
55,614066,48025,40605,51714,11041,6273,2834,1150,0.6746050617163205,1.3222919002957694,0.5589803241132858
56,601965,53293,44256,54896,12101,6833,3182,1226,0.7014375055846508,1.3353246465774884,0.5709480565002375
57,588631,58938,48495,58346,13334,7689,3450,1394,0.7286469666890691,1.3455787872315494,0.58140794965998
58,573850,65248,53263,62049,14781,8471,3703,1535,0.7560082639573075,1.3529693532190845,0.5898780509556526
59,557426,72329,58464,66191,16424,9343,4142,1732,0.7832441974927349,1.3574351039827595,0.5957830393701117
60,539191,80147,64330,70742,18235,10417,4551,1941,0.8100285876602565,1.358939034905316,0.5985220178750363
61,519356,88639,70764,75651,19835,11343,4909,2099,0.8359934480960235,1.357468683941487,0.5975002230515807
62,497905,97479,78025,81001,21451,12611,5350,2305,0.8607403145333631,1.353036234882426,0.5925566294121092
63,484216,97371,85765,87058,13689,13797,6057,2657,0.8838552611573975,1.3456784163969786,0.5833379114892089
64,471189,96410,93180,93631,13027,13988,6573,2589,0.9049266414810783,1.3354561976863644,0.5808246956315555
65,457296,96530,99877,100707,13893,13773,7076,2614,0.9235641825930366,1.322454283274173,0.5768392301690465
66,442478,97324,106300,108308,14818,14024,7601,2651,0.9394178240517849,1.3067804111180077,0.5694410377216435
67,427206,98792,111841,116571,15272,13804,8263,2631,0.9521946793350861,1.2885644598588348,0.558483049433107
68,411542,100154,117451,125263,15664,14302,8692,2754,0.9616727156785455,1.267957372605665,0.5445743749077673
69,395538,101698,122906,134268,16004,14460,9005,2783,0.9677101549697804,1.2451299061734102,0.5279004421953226
70,379561,103146,128067,143636,15977,14529,9368,2787,0.9702501140289311,1.2202712161381406,0.5087032112548553
71,363612,104270,133151,153377,15949,14825,9741,2797,0.969320531434248,1.1935872894344082,0.48768742491710687
72,347655,105516,137615,163624,15957,14711,10247,2868,0.965029883187902,1.1652992374826336,0.4651269811981805
73,332187,105807,142230,174186,15468,15177,10562,2892,0.9575595116108745,1.1356414639902428,0.44127245398268655
74,316954,106135,146221,185100,15233,14905,10914,2941,0.9471535572474092,1.1048597226087216,0.41705716880919547
75,302196,105792,150121,196301,14758,15101,11201,2913,0.9341075016902539,1.0732090805414647,0.3924511990704428
76,288181,105011,153457,207761,14015,14796,11460,2864,0.9187562326054614,1.0409518049765976,0.36802860310499597
77,274850,103379,156665,219516,13331,14963,11755,2943,0.9014623736727722,1.0083551898584584,0.3443543011192762
78,262101,101473,159212,231624,12749,14655,12108,2923,0.8826054235757296,0.9756893410057934,0.3215547257721786
79,249893,99356,161386,243775,12208,14325,12151,2812,0.8625720531171183,0.9432249379298796,0.2996792164659135
80,238269,96757,163243,256141,11624,14223,12366,2873,0.8417477399937981,0.911230990898843,0.2788230113469734
81,227479,93690,164677,268564,10790,13857,12423,2844,0.820509787431927,0.8799726118338583,0.25914561914823214
82,217362,90436,165284,281328,10117,13371,12764,2694,0.7992216774609063,0.8497088175082764,0.2409911692145246
83,207719,87264,165504,293923,9643,12815,12595,2615,0.7782286479064392,0.8206903832530651,0.22422467274590666
84,198815,83706,165275,306614,8904,12462,12691,2476,0.7578543471271092,0.7931577649534409,0.20866736539931335
85,190574,80034,164476,319326,8241,11913,12712,2464,0.7383984045266566,0.7673391065556727,0.19459535106370177
86,182907,76315,163145,332043,7667,11386,12717,2268,0.7201347515139872,0.7434483495944935,0.181915616355863
87,175752,72537,161455,344666,7155,10933,12623,2245,0.7033105324486919,0.7216834604061652,0.17051791407668626
88,169143,68860,159333,357074,6609,10286,12408,2176,0.6881454559878416,0.7022247897170697,0.1603146037045839
89,162957,65261,156925,369267,6186,9785,12193,2047,0.6748314536459626,0.6852335782007918,0.15130103864482053
90,157066,61902,154145,381297,5891,9250,12030,1924,0.6635325345320989,0.670850620387115,0.14332693260925392
91,151770,58468,151118,393054,5296,8730,11757,1767,0.6543847528511083,0.6591950979942081,0.13624103019752148
92,146780,55050,148174,404406,4990,8408,11352,1813,0.647496235932434,0.6503635923513733,0.13026140126385588
93,141983,51903,144837,415687,4797,7944,11281,1746,0.6429472512623494,0.6444292840957345,0.12509351352750844
94,137440,48948,141068,426954,4543,7498,11267,1559,0.6407903157157883,0.6414413467744307,0.12059931787260875
95,133180,46258,137101,437871,4260,6950,10917,1519,0.6410503635319231,0.6414245393771182,0.11678790308164992
96,129292,43459,133348,448311,3888,6687,10440,1391,0.6437249885434579,0.6443790011751842,0.11364018766217009
97,125516,40953,129430,458511,3776,6282,10200,1341,0.648784761914364,0.650280250567701,0.11118977669626853
98,121906,38722,125380,468402,3610,5841,9891,1273,0.6561736048773529,0.6590793879436807,0.10917178482494376
99,118400,36730,121249,478031,3506,5498,9629,1196,0.6658091754550046,0.6707035008796527,0.10758888845987963
100,115074,34710,117306,487320,3326,5346,9289,1121,0.6775832177807763,0.6850562683149666,0.1063425100213994
101,111894,32909,113239,496368,3180,4981,9048,1070,0.6913618282733668,0.702018758698437,0.10545694122125822
102,108778,31324,109311,504997,3116,4701,8629,972,0.7069856154491819,0.7214504154926318,0.10486002101651723
103,105839,29814,105411,513346,2939,4449,8349,960,0.7242697655279534,0.7431902218696076,0.10443209468935952
104,102946,28451,101665,521348,2893,4256,8002,884,0.743004067054153,0.7670580349470575,0.10423881901478571
105,100243,27045,98087,529035,2703,4109,7687,862,0.7629529870022402,0.7928560785089646,0.10411176707616895
106,97610,25879,94259,536662,2633,3799,7627,833,0.7838559227121253,0.8203705818416186,0.1041556570835906
107,95055,24775,90610,543970,2555,3659,7308,794,0.805427776092467,0.8493735511050718,0.10421097973831962
108,92673,23694,87021,551022,2382,3463,7052,738,0.8273600092951515,0.879624658561901,0.10424663735044687
109,90329,22606,83826,557649,2344,3432,6627,709,0.849322346585574,0.9108732340085275,0.10433219313784932
110,88038,21673,80656,564043,2291,3224,6394,745,0.870965287459695,0.9428603419074708,0.10428470387580599
111,85803,20856,77422,570329,2235,3052,6286,639,0.8919235917409306,0.975320927008757,0.1040855359415809
112,83783,19911,74540,576176,2020,2965,5847,702,0.9118208865524631,1.0079860106812004,0.10370616445813416
113,80229,20598,71647,581936,3554,2867,5760,624,0.930275523152957,1.0405849197540498,0.10331421131258095
114,76606,21209,69181,587414,3623,3012,5478,686,0.9469077718673988,1.0728475294001265,0.10070049923668767
115,73183,21566,66937,592724,3423,3066,5310,676,0.9613483778697823,1.1045065014752167,0.0976194030236775
116,69993,21663,64859,597895,3190,3093,5171,716,0.9732484022548631,1.1352994997661252,0.09441184213122526
117,66932,21589,63026,602863,3061,3135,4968,709,0.9822901377983707,1.1649713637911612,0.09113536885105097
118,64181,21279,61291,607659,2751,3061,4796,759,0.988198719425572,1.1932762231402478,0.08767396599805462
119,61442,20968,59520,612480,2739,3050,4821,710,0.9907538573111957,1.2199795348345726,0.084287818714081
120,59018,20387,58061,616944,2424,3005,4464,667,0.9898009286805162,1.2448600268235774,0.08061312636363287
121,56732,19786,56597,621295,2286,2887,4351,680,0.9852605069854964,1.2677115315148546,0.0770775899063772
122,54629,19018,55151,625612,2103,2871,4317,685,0.9771353260884298,1.28834469414375,0.0734810531669103
123,52684,18163,53737,629826,1945,2800,4214,671,0.9655137141868328,1.3065885418265752,0.06991562769888057
124,50876,17352,52154,634028,1808,2619,4202,594,0.9505687177193053,1.3222919002957692,0.06638268623735619
125,49179,16548,50664,638019,1697,2501,3991,588,0.9325524755830016,1.3353246465774884,0.06288959550875622
126,47637,15683,49165,641925,1542,2407,3906,539,0.9117858712904016,1.3455787872315494,0.05943812696569591
127,46272,14750,47794,645594,1365,2298,3669,544,0.8886440225661142,1.3529693532190845,0.05611316830766027
128,44960,13918,46340,649192,1312,2144,3598,522,0.863538675638113,1.3574351039827595,0.05296544531372432
129,43768,13115,44754,652773,1192,1995,3581,483,0.8368989597934232,1.358939034905316,0.04987603190879271
130,42727,12257,43189,656237,1041,1899,3464,450,0.8091521492888484,1.357468683941487,0.04694393137693604
131,41734,11524,41497,659655,993,1726,3418,408,0.7807060365977813,1.353036234882426,0.04421631052837767
132,40855,10753,39948,662854,879,1650,3199,391,0.7519342555724258,1.3456784163969788,0.04159704169093678
133,40052,9964,38439,665955,803,1592,3101,395,0.7231654636829815,1.3354561976863644,0.03916295518188811
134,39274,9326,36805,669005,778,1416,3050,349,0.6946767859689494,1.322454283274173,0.03688073412551313
135,38669,8607,35259,671875,605,1324,2870,319,0.6666914315173188,1.3067804111180077,0.0347074392988046
136,38022,7988,33815,674585,647,1266,2710,302,0.6393799910556283,1.288564459858835,0.032772875325260915
137,37475,7388,32361,677186,547,1147,2601,271,0.6128646560110652,1.267957372605665,0.030888164195666444
138,36962,6819,30903,679726,513,1082,2540,259,0.5872254760671208,1.2451299061734102,0.029170178968485776
139,36496,6353,29466,682095,466,932,2369,232,0.5625077772133292,1.2202712161381406,0.027559831472752316
140,36141,5783,28140,684346,355,925,2251,218,0.5387299620870186,1.1935872894344082,0.026062073270937333
141,35741,5307,26887,686475,400,876,2129,226,0.5158910701011034,1.165299237482634,0.024714437990646963
142,35386,4943,25419,688662,355,719,2187,147,0.4939776508256191,1.1356414639902435,0.023402732225392627
143,35087,4564,24144,690615,299,678,1953,183,0.47296967317372646,1.1048597226087224,0.022184892637856717
144,34838,4177,22950,692445,249,636,1830,175,0.452845338001919,1.0732090805414642,0.02106147104952656
145,34574,3834,21868,694134,264,607,1689,164,0.43358477476573914,1.0409518049765971,0.02002256913785451
146,34376,3516,20749,695769,198,516,1635,140,0.4151726828030638,1.0083551898584577,0.019027028187899322
147,34173,3223,19642,697372,203,496,1603,132,0.39760002799300415,0.9756893410057935,0.01811733482096938
148,34013,2938,18599,698860,160,445,1488,126,0.38086493152076484,0.9432249379298796,0.01725228629638936
149,33856,2681,17629,700244,157,414,1384,118,0.3649728954163227,0.911230990898843,0.01645500867140598
150,33705,2454,16700,701551,151,378,1307,95,0.3499365051424554,0.879972611833859,0.01570425937898884
151,33574,2251,15756,702829,131,334,1278,87,0.3357747375483903,0.8497088175082765,0.015001507839329405
152,33458,2020,14846,704086,116,347,1257,76,0.32251198662835684,0.8206903832530663,0.014352961173712507
153,33354,1842,13982,705232,104,282,1146,70,0.3101769023208338,0.7931577649534416,0.013756311286767749
154,33261,1680,13176,706293,93,255,1061,67,0.2988011207518691,0.7673391065556738,0.013210605084182132
155,33172,1514,12418,707306,89,255,1013,68,0.28841794886744454,0.743448349594493,0.01271598917999506
156,33089,1376,11681,708264,83,221,958,48,0.2790610528155009,0.7216834604061653,0.01227053358783128
157,33015,1244,10938,709213,74,206,949,69,0.27076318788694603,0.7022247897170698,0.011875880653744194
158,32938,1125,10284,710063,77,196,850,43,0.26355499825222767,0.6852335782007921,0.011533871856546567
159,32861,1029,9700,710820,77,173,757,40,0.2574639069601515,0.670850620387115,0.011241030961219322
160,32802,934,9130,711544,59,154,724,41,0.2525131104663954,0.6591950979942083,0.010999103038183772
161,32748,852,8540,712270,54,136,726,34,0.24872068708293663,0.6503635923513733,0.010814458951623768
162,32712,771,7973,712954,36,117,684,26,0.2460988249487419,0.6444292840957346,0.01068284397001816
163,32673,700,7505,713532,39,110,578,28,0.2446531722020915,0.6414413467744308,0.010608415276938028
164,32641,631,7010,714128,32,101,596,32,0.24438230980059025,0.6414245393771181,0.0105840368077235
165,32602,573,6571,714664,39,97,536,23,0.2452773457312467,0.6443790011751842,0.010612396232835757
166,32573,519,6144,715174,29,83,510,24,0.247321628053659,0.650280250567701,0.010688060494698361
167,32539,479,5764,715628,34,74,454,18,0.2504905732235603,0.6590793879436808,0.01081537816520331
168,32502,444,5424,716040,37,72,412,25,0.254751605373066,0.6707035008796524,0.010987874613584385
169,32459,427,5082,716442,43,60,402,16,0.26006420161763,0.6850562683149666,0.011204261185530693
170,32423,408,4751,716828,36,55,386,15,0.2663800379727572,0.7020187586984367,0.011461181125061606
171,32396,374,4476,717164,27,61,336,21,0.2736432300628257,0.7214504154926318,0.01176062677897562
172,32373,341,4153,717543,23,56,379,16,0.2817906624663676,0.7431902218696071,0.012100701609549772
173,32348,313,3884,717865,25,53,322,23,0.2907524002507627,0.7670580349470568,0.01247667376269925
174,32322,289,3649,718150,26,50,285,10,0.3004521759940242,0.7928560785089634,0.01288295090077636
175,32297,278,3419,718416,25,36,266,11,0.31080794536611656,0.8203705818416179,0.013316279490096393
176,32265,262,3208,718675,32,48,259,13,0.3217325041439804,0.8493735511050717,0.013773670399833161
177,32246,243,3016,718905,19,38,230,7,0.3331341593624606,0.8796246585619015,0.014247655322476892
178,32219,241,2812,719138,27,29,233,8,0.3449174471584489,0.9108732340085275,0.014742922285058978
179,32190,232,2627,719361,29,38,223,14,0.3569838897495878,0.9428603419074707,0.015245905997855237
180,32172,206,2466,719566,18,44,205,9,0.36923278390428793,0.9753209270087564,0.015754832669077862
181,32153,202,2305,719750,19,23,184,7,0.3815620132092839,1.0079860106812004,0.01627180589993383
182,32128,196,2174,719912,25,31,162,14,0.39386887642715435,1.0405849197540489,0.01678671542498415
183,32108,189,2026,720087,20,27,175,8,0.40605092426180195,1.0728475294001265,0.017292459133207636
184,32090,183,1885,720252,18,24,165,6,0.41800679691693304,1.1045065014752153,0.017790541264576142
185,32073,171,1779,720387,17,29,135,5,0.42963705494308174,1.1352994997661243,0.018275278818047868
186,32056,159,1658,720537,17,29,150,5,0.44084499602388655,1.16497136379116,0.018742091909537403
187,32037,157,1543,720673,19,21,136,5,0.4515374505531345,1.1932762231402483,0.019186496089568378
188,32025,140,1440,720805,12,29,132,6,0.4616255491007088,1.2199795348345726,0.019603528209513936
189,32011,135,1344,720920,14,19,115,6,0.47102545515786104,1.2448600268235772,0.019995215070625388
190,31994,132,1251,721033,17,20,113,4,0.479659056889242,1.2677115315148542,0.02035281354976939
191,31985,122,1176,721127,9,19,94,10,0.4874546119996281,1.28834469414375,0.020672608868276005
192,31973,117,1098,721222,12,17,95,4,0.49434734024528565,1.3065885418265748,0.02095902715730897
193,31957,119,1016,721318,16,14,96,3,0.5002799585811207,1.3222919002957692,0.021202596884604092
194,31943,124,958,721385,14,9,67,0,0.5052031544322525,1.335324646577488,0.02140053446559761
195,31935,119,889,721467,8,13,82,4,0.5090759931092274,1.345578787231549,0.02155514169733706
196,31922,112,836,721540,13,20,73,5,0.5118662559460025,1.3529693532190843,0.02166785817212867
197,31915,101,780,721614,7,18,74,1,0.5135507063251437,1.3574351039827595,0.021730313287617126
198,31906,97,726,721681,9,13,67,6,0.5141152813610229,1.358939034905316,0.021749432277723052
199,31900,88,680,721742,6,15,61,5,0.5135552076346367,1.357468683941487,0.0217196119547603
200,31890,88,636,721796,10,10,54,4,0.5118750400081868,1.3530362348824263,0.02164448214665919
201,31880,85,592,721853,10,13,57,6,0.5090886231888668,1.3456784163969788,0.021519911180250744
202,31870,86,564,721890,10,9,37,1,0.5052189763542904,1.3354561976863646,0.02134963874574141
203,31864,81,532,721933,6,11,43,4,0.5002981017916149,1.322454283274173,0.02113505985352629
204,31857,74,499,721980,7,14,47,4,0.49436671913350433,1.3067804111180081,0.0208805571751037
205,31851,68,477,722014,6,12,34,2,0.4874739273915755,1.2885644598588355,0.020584903308430987
206,31846,56,443,722065,5,17,51,2,0.4796767975868809,1.2679573726056659,0.020251833459179684
207,31844,49,412,722105,2,9,40,1,0.4710398993524085,1.2451299061734107,0.019884063884064104
208,31839,50,390,722131,5,4,26,2,0.4616347654298872,1.2202712161381406,0.019485820005500098
209,31835,42,361,722172,4,12,41,4,0.45153929849781677,1.1935872894344077,0.01905669294531089
