Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
86,19171,13443,37253,124005,1549,2425,2970,523,1.4987487542133542,1.3950300551314814,0.16032046560299792
87,17776,12528,36757,126814,1395,2313,2809,487,1.4859150094739715,1.3999168414964682,0.14706492848025557
88,16567,11665,35979,129667,1209,2075,2853,434,1.4696371895383604,1.4042166947486745,0.1348697505484455
89,15491,10779,35188,132423,1076,1965,2756,432,1.4499965531203876,1.4079233042605095,0.12401699997700288
90,14477,9943,34269,135193,1014,1851,2770,391,1.427122236702548,1.4110312300713796,0.11413294046855535
91,13550,9238,33324,137773,927,1635,2580,369,1.4011969500416965,1.413535910871579,0.10472446177467032
92,12725,8537,32196,140427,825,1526,2654,314,1.3724603362474255,1.4154336706966424,0.09600845408442239
93,12052,7792,31209,142834,673,1420,2407,307,1.3412092105986584,1.4167217243223282,0.08810989780520355
94,11398,7155,30218,145117,654,1292,2283,246,1.3077941045247279,1.4173981813523202,0.08137085466046474
95,10822,6515,29196,147358,576,1219,2241,267,1.2726118787979595,1.4174620489926448,0.07488502939875655
96,10277,5986,28028,149600,545,1074,2242,231,1.236094600183196,1.4169132335087324,0.06906048406392643
97,9822,5398,26869,151806,455,1047,2206,239,1.198695337074958,1.4157525403629867,0.06359830655198422
98,9403,4911,25761,153820,419,906,2014,213,1.1608719421325875,1.4139816730326562,0.05886465779879336
99,9066,4439,24663,155731,337,813,1911,186,1.1230701736862858,1.4116032305097483,0.054518476216686346
100,8750,4008,23487,157658,316,751,1927,192,1.0857076040958094,1.4086207034866487,0.05081582415453076
101,8476,3620,22408,159400,274,663,1742,147,1.0491596518471555,1.4050384692330495,0.0473936342470966
102,8206,3270,21258,161170,270,620,1770,144,1.013748778877515,1.400861785171702,0.04436001367974093
103,7967,2935,20194,162812,239,578,1642,123,0.9797374767023234,1.396096781162424,0.04150606987000137
104,7772,2618,19176,164342,195,512,1530,121,0.9473252055745188,1.3907504505056865,0.03896406769650073
105,7476,2473,18098,165861,296,441,1519,105,0.9166490298324345,1.3848306396789773,0.03677953670551203
106,7184,2370,17011,167344,292,396,1483,99,0.8877873698901882,1.3783460368210174,0.03426483416261769
107,6896,2266,16140,168609,288,394,1265,87,0.8607660977127097,1.3713061589807172,0.031924334775261264
108,6631,2165,15248,169868,265,367,1259,76,0.8355661391561915,1.3637213381495945,0.02974736239350076
109,6414,2058,14427,171014,217,325,1146,79,0.8121317916610559,1.3556027060981544,0.02780199231029665
110,6208,1912,13659,172138,206,356,1124,67,0.790379085637187,1.3469621780384786,0.026171871219808553
111,6014,1767,12921,173216,194,340,1078,76,0.7702036764555467,1.3378124351370086,0.024684689847372397
112,5872,1623,12194,174233,142,290,1017,57,0.7514879202936489,1.3281669059031875,0.023332206260433683
113,5736,1505,11520,175164,136,257,931,55,0.7341069389949307,1.318039746481269,0.02225439311191654
114,5585,1417,10878,176046,151,240,882,50,0.7179336038356429,1.3074458198742234,0.02126002659577309
115,5466,1327,10264,176872,119,212,826,41,0.7028424609280117,1.2964006741302319,0.020265230481584642
116,5361,1213,9735,177623,105,222,751,50,0.6887126829511593,1.2849205195237812,0.019434711022256256
117,5285,1112,9203,178335,76,180,712,32,0.6754301674011747,1.2730222047648514,0.018693759047174484
118,5204,1007,8654,179071,81,187,736,48,0.662888916436131,1.2607231922711102,0.018086566460325
119,5135,909,8120,179774,69,169,703,37,0.6509918335907524,1.248041532539404,0.01748973413529311
120,5055,846,7661,180379,80,146,605,24,0.6396510633724494,1.2349958376541714,0.0169571926196052
121,4993,755,7202,180991,62,153,612,30,0.6287879851958093,1.221605253971636,0.01640951608242032
122,4918,710,6755,181561,75,123,570,32,0.6183329563325937,1.2078894340198916,0.015938752973508725
123,4871,633,6380,182064,47,128,503,26,0.6082248816275327,1.193868507656107,0.015442694722995384
124,4825,587,5957,182580,46,93,516,26,0.5984106719376889,1.1795630525231837,0.015048313799734035
125,4779,530,5601,183039,46,103,459,27,0.5888446392797747,1.1649940638492295,0.014667916285621646
126,4741,483,5271,183456,38,87,417,18,0.579487864785948,1.1501829236341616,0.014297225120351293
127,4702,429,4976,183844,39,93,388,19,0.5703075657772353,1.1351513692686788,0.013958844446824329
128,4668,406,4667,184212,34,59,368,12,0.5612764804108087,1.1199214616316395,0.013624790970013538
129,4634,367,4378,184575,34,74,363,20,0.552372282210071,1.1045155527126802,0.013311687214024839
130,4602,338,4128,184888,32,63,313,17,0.5435770320844898,1.0889562528075891,0.013004315780482839
131,4576,307,3865,185212,26,61,324,14,0.5348766719334047,1.073266397334581,0.012707808178820489
132,4538,276,3648,185498,38,69,286,16,0.5262605613704269,1.0574690133201663,0.012432464268616796
133,4519,245,3440,185759,19,53,261,16,0.517721057298579,1.0415872856038204,0.012129159308316734
134,4496,238,3232,185998,23,31,239,8,0.509253134839049,1.0256445228110316,0.011880820425078277
135,4477,217,3027,186244,19,41,246,9,0.5008540473276951,1.0096641231446795,0.011625399054131735
136,4458,208,2834,186467,19,30,223,8,0.4925230226302006,0.9936695400449456,0.0113837148803067
137,4445,182,2659,186683,13,41,216,7,0.48426099280019436,0.9776842477681558,0.01114525299898434
138,4433,165,2477,186894,12,29,211,7,0.4760703540458923,0.9617317069350725,0.010924794650149672
139,4418,152,2312,187089,15,30,195,4,0.46795475402734205,0.9458353300991982,0.010709568531766687
140,4408,140,2149,187277,10,25,188,9,0.45991890363885884,0.9300184473856221,0.010490044998846043
141,4399,129,2012,187437,9,23,160,4,0.4519684106105269,0.9143042722508511,0.010285373019985557
142,4388,121,1886,187582,11,19,145,3,0.4441096324676019,0.898715867413854,0.010085897125580695
143,4378,115,1761,187727,10,20,145,5,0.4363495466022842,0.8832761110083449,0.009884882862626862
144,4370,107,1640,187867,8,19,140,4,0.4286956354281662,0.8680076630059662,0.009689362374313431
145,4363,98,1535,187988,7,16,121,2,0.4211557847967459,0.8529329319596558,0.009501552811366958
146,4358,89,1439,188098,5,14,110,2,0.4137381940533226,0.8380740421160056,0.009319255243441646
147,4348,82,1355,188200,10,18,102,3,0.4064512962936893,0.8234528009448767,0.009144629577944749
148,4343,74,1262,188310,5,17,110,2,0.3993036875521048,0.8090906671339341,0.008963203063895466
149,4334,74,1187,188395,9,10,85,1,0.39230406380460886,0.79500871909506,0.008795955338685681
150,4326,74,1102,188492,8,12,97,3,0.38546116481015535,0.7812276240288796,0.008624618937982515
151,4323,68,1021,188584,3,11,92,3,0.3787837239358925,0.7677676075927923,0.008459568351815544
152,4312,71,937,188676,11,8,92,2,0.3722804232231252,0.7546484242170345,0.008308561020101034
153,4309,63,875,188750,3,12,74,2,0.36595985304808326,0.7418893281123224,0.008146715985252117
154,4306,54,833,188808,3,16,58,3,0.3598304758177064,0.729509045011649,0.008004695510059355
155,4299,55,774,188875,7,8,67,3,0.3539005932162738,0.7175257446876856,0.007867299712902814
156,4295,51,721,188938,4,10,63,3,0.3481783165849841,0.7059570142861351,0.007727509463081293
157,4293,50,678,188988,2,7,50,1,0.3426715400744697,0.6948198325141711,0.007598215098708556
158,4292,41,646,189032,1,12,44,5,0.33738791626068004,0.6841305447218433,0.007477575242679914
159,4286,39,600,189086,6,8,54,1,0.3323348339584173,0.6739048389130222,0.007363867358541698
160,4283,37,569,189125,3,8,39,0,0.32751939800486185,0.6641577227210913,0.007247021888739484
161,4278,37,527,189175,5,8,50,1,0.32294841081835024,0.6549035013831725,0.007140877870598834
162,4277,31,497,189212,1,7,37,2,0.31862835556613617,0.6461557567452219,0.007037130124480798
163,4275,28,466,189249,2,6,37,1,0.31456538079938906,0.6379273273287958,0.006945772502214698
164,4271,31,434,189285,4,4,36,1,0.31076528643479934,0.6302302894887495,0.00685865565053571
165,4269,30,402,189321,2,4,36,1,0.3072335109802886,0.6230759396895227,0.006774364096008325
166,4267,28,378,189351,2,6,30,1,0.3039751199178418,0.6164747779260189,0.00669937938528274
167,4267,26,363,189368,0,2,17,0,0.3009947951697555,0.6104364923134156,0.006630587459934677
168,4267,25,339,189397,0,5,29,0,0.2982968255858984,0.6049699448685186,0.006571154128936646
169,4266,25,319,189420,1,3,23,0,0.2958850983991937,0.6000831585035319,0.006518026406140214
170,4266,25,298,189443,0,2,23,0,0.2937630916046637,0.5957833052513257,0.006469764320007719
171,4264,20,279,189470,2,8,27,2,0.2919338672242435,0.5920766957394905,0.00642947794310079
172,4263,17,262,189493,1,6,23,1,0.29040006542532976,0.5889687699286204,0.006392699426812628
173,4263,15,248,189511,0,4,18,1,0.2891638994658415,0.586464089128421,0.006363994338786175
174,4263,14,233,189529,0,3,18,0,0.2882271514425582,0.5845663293033576,0.0063433781445515
175,4262,14,214,189550,1,2,21,0,0.28759116882278807,0.5832782756776719,0.006329381273575351
176,4262,11,202,189565,0,3,15,0,0.28725686174208725,0.5826018186476798,0.006320540757587898
177,4262,13,182,189586,0,1,21,1,0.28722470105291115,0.5825379510073552,0.006319833122805924
178,4262,12,168,189601,0,1,15,0,0.2874947171107723,0.5830867664912676,0.006325774312473473
179,4262,12,157,189613,0,1,12,0,0.2880664992858038,0.5842474596370134,0.006338355291461517
180,4262,9,144,189630,0,4,17,1,0.2889391961886099,0.5860183269673438,0.00635755732656611
181,4261,9,137,189640,1,3,10,0,0.29011151659999235,0.5883967694902514,0.006383352006965243
182,4261,5,129,189653,0,5,13,4,0.2915817310946038,0.5913792965133511,0.006414195953505972
183,4261,7,119,189663,0,0,10,0,0.29334767434884373,0.5949615307669505,0.00645304305833982
184,4260,7,114,189671,1,3,8,0,0.295406748123395,0.599138214828298,0.006498338429291617
185,4260,7,102,189683,0,0,12,0,0.2977559249107393,0.6039032188375757,0.006548478265977024
186,4260,7,98,189689,0,2,6,1,0.3003917522378126,0.6092495494943138,0.006606447416278171
187,4259,9,92,189698,1,3,9,1,0.3033103576136668,0.615169360321023,0.0066706356398256094
188,4258,8,87,189706,1,3,8,1,0.3065074541116393,0.6216539631789826,0.00673936627290383
189,4258,7,83,189712,0,2,6,0,0.30997834657508955,0.6286938410192828,0.006814082600499387
190,4258,6,77,189719,0,1,7,0,0.31371793843525664,0.636278661850405,0.0068962879806779695
191,4258,9,75,189722,0,1,3,0,0.31772073912925874,0.6443972939018452,0.006984279335118139
192,4258,8,71,189728,0,2,6,1,0.3219808721056641,0.6530378219615214,0.007077927482839017
193,4257,10,71,189731,1,3,3,1,0.32649208340446384,0.6621875648629912,0.007177094946495648
194,4257,13,67,189735,0,0,4,0,0.3312477507976475,0.6718330940968122,0.007279926046182683
195,4257,10,64,189742,0,4,7,2,0.3362408934759454,0.6819602535187309,0.007389661763175527
196,4219,37,68,189749,0,11,7,5,0.3414641822666548,0.6925541801257766,0.007504455466748321
197,4219,32,69,189753,0,5,4,2,0.34690995036682076,0.7035993258697683,0.007556081985532353
198,4218,28,70,189760,1,8,7,3,0.3525702045754,0.7150794804762187,0.007679368575651072
199,4218,27,65,189767,0,2,7,1,0.3584366370073951,0.7269777952351485,0.007805295482174458
200,4217,27,63,189772,1,3,5,2,0.3645006372723247,0.7392768077288903,0.007937344801314741
201,4216,22,67,189775,1,7,3,2,0.3707533050987759,0.7519584674605959,0.00807158847496922
202,4216,18,69,189777,0,4,2,1,0.37718546338619596,0.7650041623458279,0.008209674308911731
203,4178,51,71,189784,0,9,7,4,0.3837876716644954,0.7783947460283633,0.008353375445211733
204,4178,42,74,189792,0,11,8,7,0.3905502399414779,0.7921105659801083,0.008423948902816183
205,4178,35,77,189798,0,9,6,2,0.3974632429175852,0.806131492343893,0.00857305848688524
206,4178,33,78,189803,0,6,5,1,0.40451653454692854,0.8204369474768162,0.008725194018260544
207,4178,29,75,189811,0,5,8,2,0.411699762923096,0.8350059361507711,0.008880132212146077
208,4178,27,71,189820,0,5,9,0,0.4190023854677723,0.8498170763658389,0.009037645671060157
209,4177,29,69,189825,1,3,5,2,0.42641368439978006,0.864848630731321,0.009197503218493965
210,4176,28,68,189832,1,6,7,2,0.43392278246175425,0.8800785383683605,0.009357230058558324
211,4176,26,68,189838,0,6,6,1,0.44151865888129543,0.8954844472873197,0.009518750229676251
212,4176,23,65,189845,0,4,7,2,0.4491901655431186,0.9110437471924102,0.00968414110122903
