Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
38,118854,16119,32292,48627,2613,2754,2435,569,0.561903887728886,1.0,0.31622225711304125
39,116307,15953,32512,51120,2547,2713,2493,563,0.5649892278040051,1.0,0.31111866159535034
40,113675,15953,32634,53631,2632,2633,2511,542,0.5685183109773372,1.0,0.3063531870886552
41,111053,15874,32792,56176,2622,2703,2545,554,0.5725498790256518,1.0,0.30154378514553026
42,108518,15707,32960,58712,2535,2704,2536,577,0.577148857430053,1.0,0.2969547163343789
43,106056,15580,33012,61249,2462,2589,2537,549,0.582386500870446,1.0,0.2928095066737973
44,103660,15345,33143,63750,2396,2632,2501,576,0.5883403586998371,1.0,0.28909193507292474
45,101170,15283,33223,66225,2490,2555,2475,553,0.595093994203713,1.0,0.2858043691989218
46,98720,15188,33253,68743,2450,2548,2518,583,0.6027363800044726,1.0,0.2825213334308717
47,96301,15125,33161,71318,2419,2483,2575,561,0.6113608821853892,1.0,0.2796242843676351
48,93913,14929,33132,73932,2388,2585,2614,579,0.6210637397356152,1.0,0.2771016188079925
49,91499,14787,33098,76523,2414,2557,2591,569,0.6319419466698278,1.0,0.27496346351246553
50,89132,14632,33162,78982,2367,2523,2459,564,0.6440904552820069,1.0,0.2730456757746474
51,86812,14483,33108,81506,2320,2470,2524,528,0.6575986445457803,1.0,0.27156053329652097
52,84419,14488,32952,84052,2393,2390,2546,509,0.6725460416709166,1.0,0.270504114055614
53,82149,14381,32793,86591,2270,2380,2539,544,0.688997350215165,1.0,0.2694820527794643
54,79858,14314,32622,89120,2291,2358,2529,539,0.7069969254741358,1.0,0.269086492789846
55,77705,14142,32431,91638,2153,2327,2518,529,0.7265629436283686,1.0,0.26882135468394935
56,75419,14003,32342,94154,2286,2427,2516,547,0.7476816262030276,1.0,0.2691768862021806
57,73197,13859,32161,96703,2222,2368,2549,532,0.7703019901528135,1.0,0.2691620835781236
58,70935,13701,32197,99090,2262,2423,2387,558,0.794331674670544,1.0,0.26938118214058604
59,68680,13646,32028,101569,2255,2310,2479,537,0.8196344236333717,1.0,0.26937225067149073
60,66564,13479,31795,104088,2116,2286,2519,517,0.8460297542173904,1.0,0.2692080334308619
61,64376,13441,31616,106496,2188,2229,2408,548,0.8732952031709816,1.0,0.2693224636249095
62,62223,13382,31403,108923,2153,2214,2427,534,0.9011713140322392,1.0,0.2687840163091737
63,60147,13293,31175,111319,2076,2168,2396,489,0.9293692333907372,1.0,0.2679238216128385
64,57968,13178,31048,113741,2179,2295,2422,562,0.9575804646057567,1.0,0.2668463950029302
65,55847,13098,30812,116181,2121,2204,2440,497,0.9854880389520572,1.0,0.26467429573093176
66,53714,13043,30652,118532,2133,2191,2351,534,1.012778163260629,1.0,0.2620512703213352
67,51726,12893,30401,120924,1988,2141,2392,512,1.0391513316843686,1.0,0.25860587398926127
68,49723,12741,30249,123234,2003,2158,2310,538,1.0643319628257872,1.0,0.2550692422517197
69,47723,12639,30076,125511,2000,2104,2277,532,1.0880758267538109,1.0,0.2506620443743907
70,45861,12391,29922,127777,1862,2112,2266,531,1.1101748177000468,1.0,0.2454659180732741
71,43970,12240,29637,130107,1891,2045,2330,487,1.1304589513941898,1.0,0.24019856545135213
72,42189,12009,29395,132364,1781,2015,2257,535,1.148795765546338,1.0,0.23402991971326867
73,40533,11687,29091,134647,1656,1979,2283,497,1.16508753564704,1.0,0.22773505148033696
74,38862,11314,28803,136979,1671,2044,2332,505,1.1792668640321773,1.0,0.221458796874583
75,37260,11091,28414,139196,1602,1828,2217,490,1.1912912566748923,1.0,0.21449402244692622
76,35780,10733,28108,141342,1480,1840,2146,477,1.2011372838795216,1.0,0.20735169524064795
77,34372,10354,27764,143474,1408,1788,2132,452,1.2087948509976878,1.0,0.2003849172467187
78,32957,10045,27372,145593,1415,1727,2119,423,1.2142620079750241,1.0,0.19337009117077406
79,31670,9774,26847,147679,1287,1561,2086,377,1.217540622712071,1.0,0.18591020257193694
80,30456,9345,26452,149720,1214,1646,2041,402,1.2186331470579772,1.0,0.17881055128071116
81,29302,8978,25849,151844,1154,1521,2124,400,1.217540622712071,1.0,0.1718020793619235
82,28178,8591,25375,153830,1124,1512,1986,399,1.2142620079750241,1.0,0.16484727136873098
83,27134,8257,24845,155738,1044,1378,1908,362,1.2087948509976878,1.0,0.15781012292280713
84,26155,7900,24299,157623,979,1339,1885,326,1.201137283879521,1.0,0.15100056088727154
85,25202,7472,23742,159563,953,1383,1940,353,1.1912912566748926,1.0,0.1443593010421326
86,24346,7032,23185,161419,856,1299,1856,355,1.1792668640321773,1.0,0.1376953247682935
87,23624,6600,22636,163124,722,1156,1705,310,1.16508753564704,1.0,0.1314190325283909
88,22851,6297,22011,164828,773,1079,1704,309,1.148795765546338,1.0,0.1257385222494032
89,21972,6125,21430,166463,879,1054,1635,288,1.1304589513941898,1.0,0.11968289874029889
90,21038,6072,20766,168117,934,990,1654,263,1.1101748177000468,1.0,0.11301421016922612
91,19905,6189,20177,169723,1133,1017,1606,283,1.0880758267538109,1.0,0.10605611265507776
92,18879,6168,19679,171270,1026,1049,1547,276,1.0643319628257872,1.0,0.098154762924264
93,17966,6088,19114,172829,913,994,1559,298,1.0391513316843684,1.0,0.09089288258262766
94,17126,5889,18679,174304,840,1040,1475,267,1.012778163260629,1.0,0.0843019879777447
95,16405,5675,18126,175794,721,937,1490,252,0.9854880389520572,1.0,0.07819507294866025
96,15685,5450,17656,177210,720,946,1416,259,0.9575804646057566,1.0,0.0727819360902966
97,15018,5245,17125,178616,667,875,1406,231,0.9293692333907372,1.0,0.06753748842063821
98,14506,4839,16697,179962,512,918,1346,243,0.9011713140322394,1.0,0.06270346646158773
99,14037,4491,16198,181280,469,819,1318,236,0.8732952031709816,1.0,0.05869226094199474
100,13555,4225,15703,182526,482,751,1246,193,0.8460297542173904,1.0,0.05502144969815096
101,13099,3974,15180,183759,456,710,1233,211,0.8196344236333717,1.0,0.05147446053220634
102,12729,3645,14732,184907,370,700,1148,214,0.794331674670544,1.0,0.04820722304000897
103,12372,3442,14135,186066,357,562,1159,164,0.7703019901528134,1.0,0.04542839552189681
104,12055,3139,13670,187151,317,620,1085,183,0.7476816262030276,1.0,0.042857685298158144
105,11795,2858,13165,188198,260,542,1047,144,0.7265629436283686,1.0,0.040580047468193665
106,11556,2646,12588,189227,239,452,1029,135,0.7069969254741358,1.0,0.03863559121177657
