Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
49,123469,29823,100666,187217,6624,7793,7811,3717
50,116972,28859,100274,195070,6497,7461,7853,3669
51,110902,27698,99882,202693,6070,7231,7623,3530
52,105052,26514,99158,210451,5850,7034,7758,3456
53,99526,25535,97993,218121,5526,6505,7670,3192
54,94152,24579,96888,225556,5374,6330,7435,3162
55,89074,23435,95596,233070,5078,6222,7514,3083
56,84231,22382,94118,240444,4843,5896,7374,2987
57,79774,21306,92344,247751,4457,5533,7307,2790
58,75459,20238,90628,254850,4315,5383,7099,2690
59,71307,19294,88705,261869,4152,5096,7019,2601
60,67442,18344,86633,268756,3865,4815,6887,2467
61,63778,17465,84413,275519,3664,4543,6763,2325
62,60393,16597,82123,282062,3385,4253,6543,2233
63,57105,15796,79899,288375,3288,4089,6313,2099
64,54111,14841,77690,294533,2994,3949,6158,2025
65,51293,14015,75344,300523,2818,3644,5990,1901
66,48721,13123,72980,306351,2572,3464,5828,1805
67,46290,12317,70616,311952,2431,3237,5601,1707
68,44070,11426,68441,317238,2220,3111,5286,1642
69,41922,10663,66080,322510,2148,2911,5272,1564
70,39938,9935,63799,327503,1984,2712,4993,1448
71,38143,9314,61352,332366,1795,2416,4863,1288
72,36436,8652,58951,337136,1707,2369,4770,1274
73,34917,8025,56733,341500,1519,2146,4364,1157
74,33508,7389,54535,345743,1409,2045,4243,1083
75,32200,6841,52121,350013,1308,1856,4270,999
76,31043,6288,49768,354076,1157,1710,4063,916
77,29955,5798,47507,357915,1088,1578,3839,881
78,28944,5344,45319,361568,1011,1465,3653,772
79,28010,4962,43165,365038,934,1316,3470,717
80,27222,4514,41114,368325,788,1236,3287,677
81,26479,4139,39155,371402,743,1118,3077,625
82,25702,3896,37172,374405,777,1020,3003,584
83,25084,3514,35316,377261,618,1000,2856,545
84,24499,3229,33452,379995,585,870,2734,475
85,23980,2941,31612,382642,519,807,2647,454
86,23473,2732,29933,385037,507,716,2395,394
87,22995,2518,28313,387349,478,692,2312,396
88,22569,2289,26752,389565,426,655,2216,383
89,22175,2113,25276,391611,394,570,2046,321
90,21774,1997,23913,393491,401,517,1880,293
91,21456,1796,22571,395352,318,519,1861,288
92,21054,1733,21328,397060,402,465,1708,275
93,20555,1815,20072,398733,499,417,1673,244
94,20020,1906,18975,400274,535,444,1541,247
95,19552,1898,17981,401744,468,476,1470,272
96,19124,1863,17089,403099,428,463,1355,275
97,18737,1760,16286,404392,387,490,1293,278
98,18398,1625,15556,405596,339,474,1204,274
99,18033,1554,14838,406750,365,436,1154,272
100,17709,1523,13993,407950,324,355,1200,226
101,17389,1482,13301,409003,320,361,1053,215
102,17137,1355,12647,410036,252,379,1033,225
103,16876,1274,12013,411012,261,342,976,197
104,16627,1204,11411,411933,249,319,921,187
105,16395,1130,10853,412797,232,306,864,174
106,16170,1080,10336,413589,225,275,792,169
107,15976,987,9843,414369,194,287,780,186
108,15818,901,9330,415126,158,244,757,138
109,15626,854,8850,415845,192,239,719,141
110,15475,794,8438,416468,151,211,623,141
111,15315,758,8018,417084,160,196,616,123
112,15189,693,7586,417707,126,191,623,114
113,15041,667,7194,418273,148,174,566,104
114,14917,625,6783,418850,124,166,577,91
115,14797,598,6431,419349,120,147,499,92
116,14693,554,6086,419842,104,148,493,87
117,14580,504,5761,420330,113,163,488,109
118,14485,458,5409,420823,95,141,493,78
119,14392,431,5112,421240,93,120,417,82
120,14313,398,4801,421663,79,112,423,67
121,14244,371,4515,422045,69,96,382,63
122,14172,368,4248,422387,72,75,342,50
123,14123,324,4010,422718,49,93,331,60
124,14044,310,3768,423053,79,93,335,60
125,13977,305,3559,423334,67,72,281,59
126,13930,277,3374,423594,47,75,260,50
127,13882,254,3175,423864,48,71,270,48
128,13825,243,3027,424080,57,68,216,43
129,13784,230,2856,424305,41,54,225,34
130,13764,190,2685,424536,20,60,231,30
131,13727,177,2527,424744,37,50,208,30
132,13691,167,2371,424946,36,46,202,29
133,13659,154,2203,425159,32,45,213,24
134,13634,143,2057,425341,25,36,182,25
135,13608,137,1944,425486,26,32,145,26
136,13584,126,1808,425657,24,35,171,26
137,13555,120,1681,425819,29,35,162,23
138,13535,108,1594,425938,20,32,119,26
139,13517,96,1484,426078,18,30,140,21
140,13500,88,1401,426186,17,25,108,20
141,13479,89,1301,426306,21,20,120,16
142,13460,89,1214,426412,19,19,106,17
143,13444,77,1148,426506,16,28,94,14
144,13429,75,1066,426605,15,17,99,14
145,13420,60,999,426696,9,24,91,17
146,13407,61,937,426770,13,12,74,6
147,13396,58,884,426837,11,14,67,12
148,13383,52,839,426901,13,19,64,14
149,13373,50,785,426967,10,12,66,8
150,13366,44,730,427035,7,13,68,9
151,13355,47,694,427079,11,8,44,5
152,13346,41,659,427129,9,15,50,10
153,13342,30,625,427178,4,15,49,11
154,13327,36,599,427213,15,9,35,4
155,13318,37,550,427270,9,8,57,7
156,13310,35,520,427310,8,10,40,8
157,13303,31,479,427362,7,11,52,7
158,13300,29,443,427403,3,5,41,5
159,13287,34,419,427435,13,8,32,3
160,13280,32,404,427459,7,9,24,8
161,13276,27,373,427499,4,9,40,6
162,13268,27,355,427525,8,8,26,5
163,13266,23,328,427558,2,6,33,2
164,13264,20,298,427593,2,5,35,4
165,13259,19,284,427613,5,6,20,6
166,13258,18,270,427629,1,2,16,2
167,13255,16,256,427648,3,5,19,4
168,13249,17,243,427666,6,5,18,5
169,13245,17,225,427688,4,4,22,3
170,13243,15,213,427704,2,4,16,2
171,13240,15,192,427728,3,3,24,2
172,13239,14,180,427742,1,2,14,1
173,13237,12,173,427753,2,4,11,3
174,13236,11,160,427768,1,2,15,2
175,13236,11,147,427781,0,0,13,0
176,13235,10,141,427789,1,2,8,2
177,13233,11,136,427795,2,1,6,0
178,13230,9,130,427806,3,5,11,5
179,13229,5,128,427813,1,5,7,2
180,13227,6,119,427823,2,1,10,0
181,13227,4,114,427830,0,2,7,1
182,13226,5,106,427838,1,0,8,0
183,13225,6,97,427847,1,0,9,0
184,13224,5,90,427856,1,2,9,2
185,13222,7,83,427863,2,0,7,0
186,13221,7,76,427871,1,1,8,0
187,13221,7,68,427879,0,0,8,0
188,13219,5,65,427886,2,4,7,2
189,13218,4,63,427890,1,2,4,1
190,13218,4,58,427895,0,0,5,0
191,13218,2,60,427895,0,2,0,1
192,13218,2,54,427901,0,0,6,0
193,13217,3,48,427907,1,0,6,0
194,13216,2,48,427909,1,2,2,1
195,13215,2,45,427913,1,1,4,1
196,13213,2,44,427916,2,2,3,1
197,13213,1,44,427917,0,1,1,1
198,13213,1,40,427921,0,0,4,0
199,13213,1,39,427922,0,0,1,0
200,13212,2,36,427925,1,0,3,0
201,13211,3,33,427928,1,0,3,0
202,13210,2,30,427933,1,2,5,1
203,13208,4,27,427936,2,0,3,0
204,13207,4,27,427937,1,1,1,1
205,13207,2,26,427940,0,2,3,2
206,13207,2,24,427942,0,0,2,0
207,13207,1,23,427944,0,1,2,1
208,13207,1,20,427947,0,0,3,0
209,13207,1,18,427949,0,0,2,0
210,13207,1,16,427951,0,0,2,0
211,13207,1,16,427951,0,0,0,0
212,13207,1,16,427951,0,0,0,0
213,13207,1,14,427953,0,0,2,0
214,13207,1,12,427955,0,0,2,0
215,13206,2,11,427956,1,0,1,0
216,13206,1,11,427957,0,1,1,0
217,13206,1,9,427959,0,0,2,0
218,13206,1,9,427959,0,0,0,0
219,13206,1,8,427960,0,0,1,0
220,13206,1,8,427960,0,0,0,0
221,13204,3,8,427960,2,0,0,0
222,13204,3,8,427960,0,0,0,0
223,13204,3,8,427960,0,0,0,0
224,13204,3,8,427960,0,0,0,0
225,13204,3,7,427961,0,0,1,0
226,13204,1,8,427962,0,2,1,2
