Day,Susceptible,Infected,Recovered,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Season_Index,Intervention_Flag,Reporting_Prob
137,719,3,9278,0,0,0,0.37336107005503544,1.2445369001834514,0,0.791340782122905
138,719,3,9278,0,0,0,0.3713292387221365,1.2377641290737884,0,0.7927374301675978
139,719,3,9278,0,0,0,0.36851590932319506,1.2283863644106503,0,0.7941340782122905
140,719,3,9278,0,0,0,0.3649519052838329,1.2165063509461098,0,0.7955307262569833
141,719,3,9278,0,0,0,0.36067627457812107,1.2022542485937369,0,0.7969273743016759
142,719,3,9278,0,0,0,0.35573586191080453,1.1857862063693485,0,0.7983240223463687
143,719,2,9279,0,1,0,0.3501847954769143,1.1672826515897143,0,0.7997206703910614
144,719,2,9279,0,0,0,0.3440838939219355,1.1469463130731183,0,0.8011173184357542
145,719,2,9279,0,0,0,0.33750000000000013,1.1250000000000004,0,0.8025139664804469
146,719,2,9279,0,0,0,0.33050524823068506,1.1016841607689503,0,0.8039106145251397
147,719,2,9279,0,0,0,0.3231762745781211,1.077254248593737,0,0.8053072625698324
148,719,2,9279,0,0,0,0.315593376811332,1.05197792270444,0,0.8067039106145251
149,719,2,9279,0,0,0,0.3078396347450741,1.0261321158169137,0,0.8081005586592178
150,719,2,9279,0,0,0,0.30000000000000004,1.0000000000000002,0,0.8094972067039106
151,719,2,9279,0,0,0,0.2921603652549261,0.9738678841830871,0,0.8108938547486033
152,719,2,9279,0,0,0,0.2844066231886681,0.9480220772955604,0,0.8122905027932961
153,719,2,9279,0,0,0,0.2768237254218789,0.9227457514062629,0,0.8136871508379888
154,719,2,9279,0,0,0,0.2694947517693151,0.8983158392310504,0,0.8150837988826816
155,719,2,9279,0,0,0,0.26250000000000007,0.8750000000000002,0,0.8164804469273743
156,719,2,9279,0,0,0,0.25591610607806453,0.8530536869268819,0,0.8178770949720671
157,718,3,9279,1,0,1,0.24981520452308562,0.8327173484102854,0,0.8192737430167598
158,718,2,9280,0,1,0,0.2442641380891954,0.8142137936306514,0,0.8206703910614526
159,718,1,9281,0,1,0,0.23932372542187885,0.7977457514062629,0,0.8220670391061452
160,718,1,9281,0,0,0,0.23504809471616717,0.7834936490538906,0,0.823463687150838
161,718,1,9281,0,0,0,0.23148409067680498,0.7716136355893499,0,0.8248603351955307
162,718,1,9281,0,0,0,0.22867076127786345,0.7622358709262116,0,0.8262569832402235
163,718,0,9282,0,1,0,0.22663892994496457,0.7554630998165486,0,0.8276536312849162
164,718,0,9282,0,0,0,0.22541085784737952,0.7513695261579317,0,0.829050279329609
165,718,0,9282,0,0,0,0.22499999999999998,0.75,0,0.8304469273743017
166,718,0,9282,0,0,0,0.22541085784737952,0.7513695261579317,0,0.8318435754189943
167,718,0,9282,0,0,0,0.2266389299449646,0.7554630998165487,0,0.8332402234636871
168,718,0,9282,0,0,0,0.22867076127786345,0.7622358709262116,0,0.8346368715083798
169,718,0,9282,0,0,0,0.2314840906768049,0.7716136355893497,0,0.8360335195530726
170,718,0,9282,0,0,0,0.2350480947161671,0.7834936490538904,0,0.8374301675977653
171,718,0,9282,0,0,0,0.23932372542187882,0.7977457514062628,0,0.8388268156424581
172,718,0,9282,0,0,0,0.24426413808919534,0.8142137936306512,0,0.8402234636871508
173,718,0,9282,0,0,0,0.24981520452308556,0.8327173484102852,0,0.8416201117318436
174,718,0,9282,0,0,0,0.2559161060780645,0.8530536869268815,0,0.8430167597765363
175,718,0,9282,0,0,0,0.26249999999999973,0.8749999999999992,0,0.8444134078212291
176,718,0,9282,0,0,0,0.26949475176931476,0.8983158392310493,0,0.8458100558659218
177,718,0,9282,0,0,0,0.276823725421879,0.9227457514062634,0,0.8472067039106145
178,718,0,9282,0,0,0,0.28440662318866816,0.9480220772955605,0,0.8486033519553072
179,718,0,9282,0,0,0,0.2921603652549259,0.9738678841830863,0,0.85
