Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
125,35557,3960,31558,657864,717,1059,2586,403,0.8691404021486157,1.0434479127557923,0.04325080555099794
126,34901,3666,30042,660330,656,950,2466,361,0.8510276380767524,1.0529971325163994,0.0415123758326761
127,34307,3342,28644,662646,594,918,2316,331,0.8322892204755519,1.0624332537254124,0.03984932358375288
128,33724,3110,27222,664883,583,815,2237,313,0.8131737342162978,1.0717361392246356,0.03827144836503264
129,33235,2823,25884,666997,489,776,2114,282,0.7939363203041,1.0808859361875924,0.036731068670952535
130,32720,2651,24622,668946,515,687,1949,257,0.7748275930925493,1.0898631184864576,0.0353272291048097
131,32282,2432,23453,670772,438,657,1826,253,0.7560832867900812,1.098648528361798,0.03393842988750973
132,31893,2185,22250,672611,389,636,1839,245,0.7379154366558094,1.1072234173061963,0.03267953302830942
133,31528,2027,21093,674291,365,523,1680,205,0.7205056746471871,1.1155694860745118,0.0315240198171901
134,31200,1863,19973,675903,328,492,1612,194,0.7040009392248582,1.1236689237353905,0.030449381377428465
135,30868,1707,18913,677451,332,488,1548,183,0.6885116166520379,1.131504445680691,0.029469629748913945
136,30611,1565,17859,678904,257,399,1453,149,0.6741118910304434,1.1390593305117087,0.028546264985585525
137,30349,1429,16827,680334,262,398,1430,147,0.6608419110036586,1.1463174557234843,0.027751336857724712
138,30131,1274,15939,681595,218,373,1261,157,0.6487112923011643,1.1532633321110404,0.027008760691975647
139,29906,1182,14956,682895,225,317,1300,123,0.6377034606703731,1.1598821368241266,0.026359740627760364
140,29723,1072,14114,684030,183,293,1135,112,0.6277803822848292,1.166159744999929,0.025755790419513983
141,29527,1005,13337,685070,196,263,1040,103,0.6188873072415121,1.172082759906239,0.025235564886965114
142,29370,893,12535,686141,157,269,1071,103,0.6109572460586246,1.1776385415307544,0.024747934469651105
143,29217,812,11787,687123,153,234,982,95,0.6039149931238869,1.1828152335555036,0.024332603068361765
144,29052,760,11084,688043,165,217,920,70,0.5976805941850748,1.187601788658825,0.023955960540326872
145,28914,706,10436,688883,138,192,840,71,0.5921722217180458,1.1919879920909084,0.023601134505565856
146,28794,644,9828,689673,120,182,790,62,0.5873084709015824,1.1959644834725862,0.023296101769350187
147,28677,589,9217,690456,117,172,783,69,0.5830101212242526,1.1995227767708532,0.023029627212333443
148,28571,533,8635,691200,106,162,744,62,0.5792014271624035,1.2026552784084898,0.022786213011975275
149,28457,505,8112,691865,114,142,665,54,0.5758110091331915,1.2053553034691384,0.02256909884358556
150,28372,459,7590,692518,85,131,653,56,0.5727724161702269,1.207617089963251,0.02236042336458352
151,28283,428,7129,693099,89,120,581,48,0.57002442717725,1.2094358111244659,0.022186675493934247
152,28199,399,6701,693640,84,113,541,46,0.5675111502997244,1.2108075857101699,0.022019562492783494
153,28125,375,6305,694134,74,98,494,37,0.5651819714577108,1.2117294862842662,0.021864060522397602
154,28051,345,5952,694591,74,104,457,44,0.5629913944510906,1.2121995454644705,0.021722164637832414
155,27977,341,5565,695056,74,78,465,35,0.5608988069288962,1.2122167601208036,0.02158448434390596
156,27921,317,5203,695498,56,80,442,25,0.5588681992624159,1.211781093516321,0.021449607732285707
157,27867,290,4852,695930,54,81,432,38,0.5568678571259696,1.2108934753855123,0.02133005291089405
158,27811,284,4523,696321,56,62,391,27,0.5548700433854697,1.2095557999502005,0.021212424495085168
159,27764,243,4289,696643,47,88,322,41,0.5528506806590617,1.2077709218771768,0.021092753001018146
160,27718,238,3974,697009,46,51,366,16,0.5507890425406295,1.2055426501861988,0.020978582538591074
161,27678,229,3764,697268,40,49,259,20,0.548667458843702,1.202875740121349,0.02086315127086043
162,27632,220,3520,697567,46,55,299,23,0.5464710382078183,1.1997758830031056,0.020749644888688894
163,27597,196,3320,697826,35,59,259,24,0.5441874098978206,1.1962496940827771,0.02062859376476849
164,27557,197,3104,698081,40,39,255,15,0.541806485518031,1.1923046984252226,0.020512324873331104
165,27509,193,2910,698327,48,52,246,19,0.5393202405717242,1.187949314849984,0.020388602982464935
166,27477,189,2743,698530,32,36,203,11,0.5367225152500503,1.1831928379651022,0.020255055185706396
167,27450,172,2600,698717,27,44,187,15,0.534008833475171,1.1780454183319529,0.02012920246741809
168,27422,151,2464,698902,28,49,185,17,0.5311762390030773,1.172518040803439,0.020002754360288682
169,27396,137,2336,699070,26,40,168,18,0.528223147275419,1.1666225010817597,0.019871258287163313
170,27365,124,2176,699274,31,44,204,16,0.5251492116680206,1.1603713805457887,0.019736888550149045
171,27349,104,2047,699439,16,36,165,12,0.5219552027944382,1.1537780194017762,0.019594649380085028
172,27327,100,1912,699600,22,26,161,12,0.5186428995692393,1.146856488214678,0.019458918593077232
173,27308,93,1781,699757,19,26,157,13,0.5152149908050571,1.139621557880859,0.019314757549986756
174,27292,86,1662,699899,16,23,142,11,0.5116749862006548,1.1320886681062587,0.019168710307950983
175,27281,67,1555,700036,11,30,137,13,0.5080271356674406,1.1242738944572777,0.019020901044718132
176,27265,62,1442,700170,16,21,134,9,0.504276356034381,1.11619391405471,0.01887285941481242
177,27251,60,1356,700272,14,16,102,8,0.5004281642626173,1.1078659699839277,0.018717854166974548
178,27237,64,1284,700354,14,10,82,6,0.4964886163891777,1.0993078344972662,0.018560965026183922
179,27227,59,1201,700452,10,15,98,7,0.4924642515024688,1.0905377710871442,0.018401058000975037
180,27222,48,1120,700549,5,16,97,4,0.48836204012994283,1.0815744955108484,0.018241078151420013
181,27215,41,1032,700651,7,14,102,4,0.48418933649005064,1.0724371358501648,0.01808190001897574
182,27202,44,960,700733,13,10,82,3,0.4799538341261837,1.0631451916910881,0.017919117506052067
183,27195,37,896,700811,7,14,78,6,0.4756635244998994,1.0537184925107255,0.01775045537890861
184,27180,44,827,700888,15,8,77,2,0.4713266581745191,1.044177155360188,0.017584089298358363
185,27175,39,767,700958,5,10,70,3,0.46695170826856597,1.0345415419337924,0.017411261341126794
186,27167,37,717,701018,8,10,60,6,0.4625473359017586,1.0248322151161804,0.01724386245368994
187,27159,36,666,701078,8,9,60,4,0.4581223573948629,1.0150698951000847,0.01707387049306765
188,27152,30,633,701124,7,13,46,7,0.45368571301898974,1.0052754151683945,0.01690354100944351
189,27148,28,593,701170,4,6,46,3,0.44924643712030204,0.9954696772348788,0.016733827193620373
190,27145,23,567,701204,3,8,34,4,0.44481362947293995,0.9856736072384507,0.016566270172032743
191,27142,20,523,701254,3,6,50,2,0.4403964277366201,0.9759081104861576,0.016399947088728346
192,27137,20,485,701297,5,5,43,0,0.4360039809161749,0.9661940270402043,0.016234582111845874
193,27129,20,454,701336,8,8,39,3,0.4316454237385187,0.9565520872442076,0.016069330717648777
194,27129,16,416,701378,0,4,42,3,0.4273298518784751,0.9470028674836006,0.015903980376425396
195,27129,12,385,701413,0,4,35,2,0.4230662979787985,0.9375667462745874,0.015745303239183012
196,27127,11,353,701448,2,3,35,0,0.41886370842181136,0.9282638607753643,0.015588895018342167
197,27124,9,327,701479,3,5,31,3,0.41473092082052404,0.9191140638124076,0.015433946721328336
198,27121,8,314,701496,3,4,17,1,0.4106766422061568,0.9101368815135424,0.015281379159572745
199,27119,9,288,701523,2,1,27,1,0.40670942789670556,0.9013514716382021,0.015132084295100894
200,27117,11,266,701545,2,0,22,0,0.4028376610378264,0.8927765826938038,0.014986925558496409
201,27115,13,248,701563,2,0,18,0,0.3990695328129154,0.8844305139254883,0.014845643491825553
202,27114,12,228,701585,1,2,22,1,0.3954130233239846,0.8763310762646096,0.014708534085060398
203,26969,120,244,701606,0,37,21,10,0.39187588314885696,0.8684955543193089,0.014576422301040426
204,26968,95,252,701624,1,26,18,11,0.3884656155834308,0.8609406694882908,0.014372298898357127
205,26966,79,254,701640,2,18,16,11,0.3851894595803715,0.8536825442765157,0.01425056053519356
206,26962,65,254,701658,4,18,18,7,0.3820543733976339,0.8467366678889597,0.014133525895912546
207,26962,41,263,701673,0,24,15,8,0.3790670189717877,0.8401178631758736,0.014020933117198202
208,26958,37,250,701694,4,8,21,5,0.3762337470322383,0.8338402550000709,0.0139161360381091
209,26955,33,239,701712,3,7,18,1,0.3735605829731857,0.827917240093761,0.013815211143581477
210,26808,141,265,701725,2,39,13,8,0.37105321350055437,0.8223614584692456,0.013720955210116957
211,26807,108,280,701744,1,34,19,15,0.3687169740712355,0.8171847664444964,0.013560208249115059
212,26807,81,285,701766,0,27,22,11,0.36655683714179504,0.812398211341175,0.013480262591602453
213,26806,59,285,701789,1,23,23,13,0.364577401243404,0.8080120079090916,0.013407468107937606
214,26801,47,273,701818,5,17,29,7,0.36278288089911,0.8040355165274138,0.013340976275630117
215,26799,38,269,701833,2,11,15,6,0.36117709739876913,0.8004772232291468,0.01327944778285208
216,26798,29,256,701856,1,10,23,7,0.3597634704459733,0.7973447215915102,0.013226485679160587
217,26650,125,284,701880,3,52,24,23,0.35854501069019,0.7946446965308614,0.013181197873176922
218,26650,87,296,701906,0,38,26,17,0.35752431315607774,0.792382910036749,0.013071084062739779
219,26648,68,298,701925,2,21,19,8,0.3567035515805785,0.7905641888755341,0.013041077030619045
220,26648,50,297,701944,0,18,19,7,0.35608447366692975,0.7891924142898302,0.013017466556565561
221,26648,34,289,701968,0,16,24,11,0.3556683972631874,0.7882705137157338,0.01300225595045596
222,26647,24,278,701990,1,11,22,6,0.3554562074712398,0.7878004545355294,0.012994498876714784
223,26645,20,258,702016,2,6,26,4,0.3554483546906066,0.7877832398791964,0.0129937241764271
224,26496,136,269,702038,4,33,22,12,0.35564485359958864,0.7882189064836791,0.012999931577485963
225,26492,111,277,702059,4,29,21,11,0.3560452830745602,0.7891065246144877,0.012941790493228578
226,26491,76,292,702080,1,36,21,17,0.35664878704639186,0.7904442000497997,0.012961770006040303
227,26489,58,289,702103,2,20,23,11,0.3574540762911518,0.7922290781228232,0.012990546444941076
228,26486,48,276,702129,3,13,26,10,0.3584594311503974,0.7944573498138012,0.013026099401654839
229,26484,33,274,702148,2,17,19,10,0.35966270517449583,0.797124259878651,0.01306834510055258
230,26483,21,269,702166,1,13,18,6,0.36106132968056087,0.8002241169968944,0.013118173475777773
231,26337,119,291,702192,1,48,26,23,0.3626523192147251,0.803750305917223,0.01317548021132573
232,26337,89,299,702214,0,30,22,13,0.3644322779066224,0.8076953015747775,0.013167155143608333
233,26333,66,305,702235,4,27,21,8,0.366397406702112,0.8120506851500159,0.013238156416810632
234,26332,58,302,702247,1,9,12,3,0.36854351145846526,0.8168071620348979,0.013313674103369096
235,26330,42,303,702264,2,18,17,9,0.3708660118844458,0.8219545816680472,0.013397065906668771
236,26327,32,293,702287,3,13,23,4,0.3733599513059447,0.8274819591965612,0.013486131923090306
237,26322,28,279,702310,5,9,23,3,0.37602000723612033,0.8333774989182402,0.013580668245909932
238,26171,136,298,702334,6,43,24,16,0.3788405027272965,0.8396286194542112,0.01367993715905981
239,26168,105,314,702352,3,34,18,16,0.3818154184802354,0.8462219805982238,0.013708268204947522
240,26161,87,317,702374,7,25,22,9,0.3849384056848076,0.8531435117853221,0.013818808158103825
241,26160,69,316,702394,1,19,20,8,0.38820279956454246,0.8603784421191408,0.013932267911866417
242,26157,53,314,702415,3,19,21,9,0.3916016335960524,0.8679113318937411,0.014053711949659342
243,26150,45,308,702436,7,15,21,7,0.39512765437290387,0.8757261055427227,0.014178626819846444
244,26147,41,299,702452,3,7,16,3,0.39877333708213936,0.8838060859452903,0.014305617842779634
245,25997,140,325,702477,5,51,25,26,0.4025309015603648,0.8921340300160727,0.014438760284603867
246,25996,107,336,702500,1,34,23,11,0.40639232889508076,0.9006921655027338,0.01449364264264282
247,25992,84,336,702527,4,27,27,11,0.41034937853578896,0.9094622289128561,0.014634204569129063
248,25990,70,325,702554,2,16,27,6,0.41439360587831336,0.9184255044891524,0.014776159053074566
249,25986,52,313,702588,4,22,34,11,0.4185163802847835,0.927562864149836,0.01492201778694997
250,25985,40,302,702612,1,13,24,4,0.4227089035007912,0.9368548083089119,0.015069180776953297
251,25983,35,282,702639,2,7,27,4,0.4269622284303964,0.9462815074892744,0.01522022213897713
252,25836,136,307,702660,2,46,21,21,0.4312672782288935,0.9558228446398125,0.015372503995836881
253,25832,115,310,702682,4,25,22,15,0.4356148656725742,0.9654584580662078,0.015439626182049016
254,25825,88,319,702707,7,34,25,16,0.4399957127641397,0.9751677848838196,0.015592483393155334
255,25824,75,314,702726,1,14,19,5,0.44440047053190584,0.9849301048999152,0.01574431077427119
256,25820,60,307,702752,4,19,26,4,0.44881973898054106,0.994724584831606,0.01590026180439446
257,25818,46,301,702774,2,16,22,5,0.4532440871507473,1.0045303227651217,0.01605451530269652
258,25814,39,292,702794,4,11,20,5,0.45766407324507513,1.0143263927615496,0.016209821456996197
259,25668,137,318,702816,1,48,22,24,0.4620702647769081,1.0240918895138427,0.016363347022111733
260,25664,111,322,702842,4,30,26,14,0.46645325869961524,1.033805972959796,0.01642513604609127
261,25661,88,318,702872,3,26,30,13,0.4708037014729127,1.0434479127557927,0.01657574391629592
262,25660,64,319,702896,1,25,24,12,0.47511230902359997,1.0529971325163998,0.016725483149968103
263,25657,52,307,702923,3,15,27,7,0.4793698865580795,1.0624332537254126,0.016874705961788736
264,25654,43,299,702943,3,12,20,5,0.4835673481843655,1.0717361392246358,0.017020474213022305
265,25653,36,280,702970,1,8,27,4,0.487695736301713,1.0808859361875929,0.017163776967735498
266,25506,143,301,702989,2,40,19,19,0.49174624071648027,1.0898631184864578,0.017305654263388114
267,25504,113,308,703014,2,32,25,8,0.4957102174434324,1.098648528361798,0.017345189112000024
268,25504,80,312,703043,0,33,29,13,0.4995792071523595,1.1072234173061963,0.017479196612081086
269,25499,68,314,703058,5,17,15,9,0.5033449532206414,1.115569486074512,0.017610951927307
270,25495,61,309,703074,4,11,16,7,0.5069994193532343,1.123668923735391,0.017735336144846306
271,25493,56,291,703099,2,7,25,3,0.5105348067324735,1.1315044456806913,0.017856205934439526
272,25492,45,281,703121,1,12,22,4,0.5139435706610967,1.1390593305117092,0.017974019015121072
273,25344,141,314,703140,3,52,19,14,0.5172184366629652,1.1463174557234843,0.01808784052905978
274,25337,114,319,703169,7,34,29,15,0.5203524160071266,1.1532633321110404,0.018091790439645313
275,25333,89,322,703195,4,29,26,11,0.5233388206220849,1.1598821368241268,0.01819059715298779
276,25330,70,325,703214,3,22,19,11,0.5261712773684564,1.166159744999929,0.01828616244922429
277,25326,61,302,703250,4,13,36,8,0.5288437416395436,1.172082759906239,0.018376862776898532
278,25322,59,287,703271,4,6,21,2,0.5313505102608098,1.1776385415307546,0.018461055071638737
279,25319,53,270,703297,3,9,26,3,0.5336862336607212,1.1828152335555038,0.018539278058598566
