Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
85,22177,5550,31865,207501,1049,1561,2552,1165
86,21120,5236,30773,209964,1057,1371,2463,1030
87,20147,4884,29719,212343,973,1325,2379,987
88,19269,4503,28732,214589,878,1259,2246,946
89,18471,4218,27647,216757,798,1083,2168,796
90,17696,3971,26568,218858,775,1022,2101,776
91,16964,3694,25562,220873,732,1009,2015,766
92,16332,3420,24479,222862,632,906,1989,673
93,15723,3187,23345,224838,609,842,1976,640
94,15141,2958,22366,226628,582,811,1790,650
95,14623,2733,21429,228308,518,743,1680,587
96,14139,2581,20418,229955,484,636,1647,496
97,13665,2410,19509,231509,474,645,1554,493
98,13256,2221,18604,233012,409,598,1503,458
99,12862,2051,17742,234438,394,564,1426,426
100,12513,1896,16948,235736,349,504,1298,386
101,12199,1728,16203,236963,314,482,1227,354
102,11920,1587,15381,238205,279,420,1242,318
103,11614,1490,14599,239390,306,403,1185,334
104,11391,1359,13837,240506,223,354,1116,297
105,11110,1322,13057,241604,281,318,1098,247
106,10767,1303,12397,242626,343,362,1022,295
107,10403,1359,11730,243601,364,308,975,251
108,10053,1394,11118,244528,350,315,927,259
109,9716,1374,10593,245410,337,357,882,284
110,9432,1316,10114,246231,284,342,821,286
111,9151,1268,9692,246982,281,329,751,263
112,8937,1181,9239,247736,214,301,754,232
113,8745,1077,8784,248487,192,296,751,234
114,8526,1043,8365,249159,219,253,672,200
115,8318,1013,7948,249814,208,238,655,197
116,8107,978,7616,250392,211,246,578,191
117,7951,878,7295,250969,156,256,577,202
118,7800,800,6977,251516,151,229,547,175
119,7656,739,6652,252046,144,205,530,181
120,7539,649,6359,252546,117,207,500,177
121,7400,631,6002,253060,139,157,514,129
122,7304,564,5737,253488,96,163,428,138
123,7211,526,5416,253940,93,131,452,97
124,7116,486,5098,254393,95,135,453,113
125,7029,441,4842,254781,87,132,388,103
126,6963,389,4616,255125,66,118,344,104
127,6915,342,4329,255507,48,95,382,75
128,6866,297,4103,255827,49,94,320,84
129,6815,267,3882,256129,51,81,302,61
130,6771,245,3649,256428,44,66,299,60
131,6718,239,3418,256718,53,59,290,53
132,6682,203,3208,257000,36,72,282,51
133,6638,203,2999,257253,44,44,253,38
134,6585,201,2842,257465,53,55,212,45
135,6559,187,2677,257670,26,40,205,34
136,6534,163,2522,257874,25,49,204,40
137,6512,144,2365,258072,22,41,198,34
138,6491,123,2216,258263,21,42,191,40
139,6465,131,2072,258425,26,18,162,18
140,6440,127,1947,258579,25,29,154,26
141,6419,110,1837,258727,21,38,148,36
142,6405,99,1731,258858,14,25,131,21
143,6394,85,1643,258971,11,25,113,22
144,6380,77,1541,259095,14,22,124,18
145,6368,65,1440,259220,12,24,125,19
146,6354,66,1360,259313,14,13,93,9
147,6343,65,1270,259415,11,12,102,12
148,6333,57,1195,259508,10,18,93,15
149,6324,54,1129,259586,9,12,78,11
150,6317,47,1062,259667,7,14,81,13
151,6311,35,996,259751,6,18,84,17
152,6307,29,930,259827,4,10,76,8
153,6302,26,872,259893,5,8,66,7
154,6293,31,815,259954,9,4,61,4
155,6287,28,762,260016,6,9,62,6
156,6283,19,711,260080,4,13,64,13
157,6279,17,656,260141,4,6,61,6
158,6272,20,605,260196,7,4,55,4
159,6268,16,569,260240,4,8,44,7
160,6261,19,532,260281,7,4,41,4
161,6254,20,505,260314,7,6,33,6
