Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
29,87103,4795,15190,12984,1489,1704,1195,644,0.5203194334093566,1.3922162624760839,0.3839041512142857
30,85620,4694,15592,14166,1483,1584,1182,615,0.5141884563473899,1.3735815153133148,0.37300417343949216
31,84136,4628,15942,15366,1484,1550,1200,571,0.506927578502313,1.3516637203613988,0.3614759416963825
32,82740,4515,16164,16653,1396,1509,1287,557,0.49861421477225437,1.3266554919904547,0.3493854152015324
33,81303,4485,16360,17924,1437,1467,1271,554,0.4893358469158882,1.2987766034106067,0.3371947495987457
34,79918,4391,16582,19181,1385,1479,1257,549,0.4791892572390753,1.2682720552971145,0.3244680206984854
35,78630,4197,16822,20423,1288,1482,1242,550,0.4682796854908114,1.2354099227156263,0.3116794582005352
36,77354,4121,16811,21786,1276,1352,1363,503,0.4567199221540359,1.2004789992688663,0.29908627722509695
37,76089,4050,16858,23075,1265,1336,1289,505,0.4446293538833504,1.163786259168067,0.28644362582694294
38,74904,3897,16905,24366,1185,1338,1291,516,0.43213297962917624,1.1256541595325664,0.27384041480948423
39,73745,3757,16891,25679,1159,1299,1313,479,0.4193604189514137,1.0864178066250478,0.2616078088241779
40,72622,3673,16753,27024,1123,1207,1345,495,0.40644493707169266,1.0464220109256521,0.2496275724927708
41,71548,3523,16718,28283,1074,1224,1259,471,0.39352251417811285,1.0060182569250826,0.23801046059566688
42,70544,3374,16558,29596,1004,1153,1313,407,0.3807309891198456,0.9655616142662617,0.22686838571479373
43,69645,3186,16289,30952,899,1087,1356,397,0.36820930952482295,0.9254076173795418,0.21632818251648267
44,68762,3017,16126,32167,883,1052,1215,414,0.3560969209989406,0.8859091410333493,0.20654582303094157
45,67955,2823,15903,33391,807,1001,1224,365,0.3445333266954356,0.8474132992580308,0.197304955445329
46,67142,2747,15534,34649,813,889,1258,329,0.333657844264209,0.8102583948952711,0.18883435611111937
47,66424,2558,15202,35888,718,907,1239,351,0.3236095789229467,0.7747709465805594,0.18095637907292694
48,65769,2327,14915,37061,655,886,1173,362,0.3145276179677896,0.7412628192856792,0.17399712252558847
49,65117,2199,14526,38230,652,780,1169,337,0.3065514323664935,0.7100284836381232,0.16791242883696378
50,64475,2109,14093,39395,642,732,1165,281,0.29982144439682473,0.6813424281026308,0.16259804946022416
51,63911,1963,13728,40470,564,710,1075,259,0.2944796865832256,0.655456746766689,0.15812660564039469
52,63383,1846,13259,41584,528,645,1114,244,0.2906704376537777,0.6325989239286289,0.15471582334674686
53,62844,1749,12850,42629,539,636,1045,241,0.28854067887945734,0.6129698349574322,0.15231339404204683
54,62327,1684,12433,43628,517,582,999,221,0.28824017421088177,0.5967419809927645,0.1508608627166088
55,61866,1602,11982,44622,461,543,994,211,0.28992094774808413,0.58405797299876,0.15049222891510794
56,61174,1721,11645,45532,692,573,910,244,0.2937359219053027,0.5750292784937392,0.151344747689665
57,60352,1982,11281,46457,822,561,925,229,0.2998364995003628,0.569735241969649,0.152759994173789
58,59473,2172,11104,47323,879,689,866,296,0.3083689316554222,0.5682223876098169,0.15499601708365016
59,58500,2406,10971,48195,973,739,872,299,0.3194694149187742,0.5705040104327535,0.15823676222153588
60,57604,2501,10902,49065,896,801,870,328,0.3332580015776258,0.5765600594550525,0.16236585625533936
61,56678,2593,10903,49898,926,834,833,328,0.349831572739602,0.5863373139001532,0.1678301178966956
62,55728,2655,10970,50719,950,888,821,350,0.3692562903083221,0.5997498509044392,0.17430131939249016
63,54721,2811,10971,51569,1007,851,850,345,0.3915600805649367,0.6166798006104528,0.1817314625368345
64,53694,2926,11058,52394,1027,912,825,367,0.4167257775917919,0.636978382011441,0.18991647741022424
65,52546,3116,11154,53256,1148,958,862,403,0.4446855463612831,0.6604672104441922,0.19885523457860896
66,51412,3214,11342,54104,1134,1036,848,402,0.47531710591623183,0.6869398652398702,0.20800863354882335
67,50136,3441,11484,55011,1276,1049,907,393,0.5084420952964722,0.7161637037562737,0.21770291994288618
68,48875,3584,11648,55965,1261,1118,954,427,0.5438266991266202,0.7478819058497428,0.22707455016500291
69,47675,3548,11959,56890,1200,1236,925,488,0.5811844169299967,0.7818157308198139,0.23656962803529205
70,46480,3555,12191,57846,1195,1188,956,513,0.620180661139126,0.8176669669925192,0.24624486158144973
71,45479,3378,12491,58724,1001,1178,878,464,0.6604387343660137,0.8551205524152972,0.2556565425189246
72,44618,3143,12627,59684,861,1096,960,429,0.7015466815426975,0.8938473436327652,0.2657209135342157
73,43709,3019,12673,60671,909,1033,987,429,0.7430645346384309,0.9335070082112343,0.27611810752296545
74,42742,2975,12682,61673,967,1011,1002,388,0.7845315508693814,0.9737510155923786,0.28558772700504526
75,41773,2917,12766,62616,969,1027,943,412,0.825473166417732,1.014225699992311,0.2938434779051461
76,40768,2891,12786,63627,1005,1031,1011,423,0.865407522567744,1.0545753684292096,0.30107492537995845
77,39729,2947,12816,64580,1039,983,953,404,0.9038515495997436,1.0944454265660284,0.306884369162522
78,38681,3039,12826,65526,1048,956,946,385,0.940326701651273,1.1334854948982866,0.31113198355905974
79,37629,3113,12790,66540,1052,978,1014,383,0.9743645151120655,1.1713524879017463,0.31388994777341767
80,36593,3117,12768,67594,1036,1032,1054,424,1.005512210714574,1.2077136290803407,0.31511442282112984
81,35519,3151,12823,68579,1074,1040,985,408,1.033338574706591,1.242249375417984,0.31491903578051744
82,34459,3159,12909,69545,1060,1052,966,454,1.0574403375168762,1.2746562255340854,0.3128058443955454
83,33372,3220,12964,70516,1087,1026,971,413,1.0774492189179796,1.304649386864598,0.30921299415929326
84,32385,3137,13063,71487,987,1070,971,439,1.0930397259976787,1.33196527842931,0.3037920725564206
85,31358,3105,13116,72493,1027,1059,1006,451,1.1039376736004207,1.3563638471909731,0.2977465317438672
86,30412,3022,13130,73508,946,1029,1015,408,1.1099292475751799,1.3776306776500316,0.2898690897583324
87,29490,2925,13136,74521,922,1019,1013,406,1.1108702548833682,1.3955788761357353,0.28136273395556827
88,28587,2885,13038,75562,903,943,1041,396,1.1066950142248837,1.4100507132344435,0.27180721541651526
89,27710,2846,12989,76527,877,916,965,383,1.0974241583815056,1.4209190099213806,0.2612771038681133
90,26811,2794,12941,77526,899,951,999,416,1.0831704765346588,1.4280882552144791,0.24997213259357215
91,26027,2654,12911,78480,784,924,954,413,1.0641418598407153,1.431495445528324,0.2376133270386886
92,25277,2524,12793,79478,750,880,998,353,1.0406404653628336,1.4311106383519279,0.22557090239188546
93,24532,2410,12669,80461,745,859,983,335,1.0130574110937693,1.426937215384593,0.21326414301600047
94,23873,2246,12492,81461,659,823,1000,344,0.9818626655282044,1.4190118528174167,0.20060509453276293
95,23151,2239,12261,82421,722,729,960,316,0.9475902744243342,1.4074041990216055,0.18840214722276744
96,22518,2129,12060,83365,633,743,944,324,0.9108196148262119,1.3922162624760839,0.17561450548705468
97,21953,1987,11883,84249,565,707,884,281,0.8721538929379241,1.3735815153133144,0.16356154108515036
98,21188,2104,11636,85144,765,648,895,285,0.8321975076314291,1.3516637203613988,0.1521523076573453
99,20410,2207,11430,86025,778,675,881,309,0.7915340986224245,1.326655491990455,0.13967473250726173
100,19678,2170,11316,86908,732,769,883,337,0.7507070395363349,1.2987766034106074,0.12760619192598271
101,18998,2148,11101,87825,680,702,917,285,0.7102038268867861,1.2682720552971145,0.11639175582548951
102,18405,2044,10968,88655,593,697,830,310,0.6704453156568017,1.2354099227156259,0.106079020144979
103,17908,1885,10817,89462,497,656,807,278,0.631780157429072,1.2004789992688658,0.09684117693952021
104,17414,1767,10645,90246,494,612,784,279,0.594484215887066,1.1637862591680677,0.08866366295310796
105,16997,1580,10414,91081,417,604,835,269,0.558764259466667,1.1256541595325666,0.08103738435565776
106,16614,1440,10158,91860,383,523,779,198,0.5247649198845368,1.086417806625048,0.0742840074561719
107,16260,1312,9826,92674,354,482,814,196,0.4925777749697298,1.0464220109256517,0.06815649904513202
108,15937,1182,9526,93427,323,453,753,188,0.4622514455321704,1.006018256925082,0.06259751236219177
109,15641,1065,9187,94179,296,413,752,179,0.43380174656609743,0.9655616142662611,0.057577940194415804
110,15400,948,8845,94879,241,358,700,160,0.4072211520295416,0.9254076173795419,0.0530460560238362
111,15187,830,8497,95558,213,331,679,142,0.38248707254504527,0.8859091410333502,0.049056407132334744
112,15003,714,8150,96205,184,300,647,117,0.3595686705380711,0.8474132992580308,0.04547912418766812
113,14835,656,7803,96778,168,226,573,98,0.3384321251953107,0.8102583948952711,0.0422871041900297
114,14696,570,7415,97391,139,225,613,107,0.3190444004816801,0.7747709465805597,0.03941821308169868
115,14537,541,7031,97963,159,188,572,68,0.30137566321857845,0.7412628192856798,0.03688634108418473
116,14427,484,6674,98487,110,167,524,75,0.28540055083996974,0.7100284836381232,0.0345531664964408
117,14298,450,6305,99019,129,163,532,66,0.2710985086896501,0.6813424281026308,0.03257327424266758
118,14191,406,5983,99492,107,151,473,76,0.2584534138832713,0.6554567467666891,0.030776258509086326
119,14092,368,5667,99945,99,137,453,65,0.2474526851745806,0.632598923928629,0.029245794650813457
120,14016,321,5398,100337,76,123,392,47,0.23808605265836727,0.6129698349574322,0.027942473299867675
121,13947,272,5053,100800,69,118,463,58,0.23034413245896881,0.5967419809927649,0.026888061834107094
122,13880,249,4762,101181,67,90,381,45,0.22421692312045272,0.5840579729987602,0.02604398549837559
123,13798,245,4485,101544,82,86,363,39,0.21969231424286598,0.5750292784937392,0.02539584017665217
124,13737,227,4221,101887,61,79,343,30,0.2167546750249405,0.569735241969649,0.024908230111883943
125,13678,208,3934,102252,59,78,365,27,0.21538357112581843,0.5682223876098169,0.024641249554895127
126,13625,195,3714,102538,53,66,286,23,0.21555264256543213,0.5705040104327536,0.02455467590287478
127,13595,168,3487,102822,30,57,284,21,0.21722866292049872,0.5765600594550524,0.02464971460700076
128,13550,149,3288,103085,45,64,263,28,0.22037079040268368,0.5863373139001531,0.02495120340732631
129,13506,148,3058,103360,44,45,275,17,0.2249300140606136,0.5997498509044391,0.025383117550480665
130,13469,149,2863,103591,37,36,231,14,0.2308487928830176,0.6166798006104528,0.025966451767922876
131,13434,131,2679,103828,35,53,237,22,0.2380608815994886,0.6369783820114409,0.02670432752234919
132,13396,128,2504,104044,38,41,216,15,0.24649133414038712,0.6604672104441918,0.027578157962238992
133,13362,114,2358,104238,34,48,194,16,0.2560566737506138,0.6869398652398702,0.0285673196212541
134,13323,112,2219,104418,39,41,180,17,0.2666652174315733,0.7161637037562736,0.02967536674096111
135,13294,106,2077,104595,29,35,177,14,0.27821754153882594,0.7478819058497427,0.030870580201227415
136,13261,91,1978,104742,33,48,147,23,0.2906070748580523,0.7818157308198138,0.03217511537380028
137,13229,90,1856,104897,32,33,155,12,0.3037208052210747,0.8176669669925197,0.03354355385132814
138,13203,87,1726,105056,26,29,159,11,0.31744008563555653,0.8551205524152977,0.034974139623499045
139,13168,93,1600,105211,35,29,155,13,0.3316415259362991,0.8938473436327651,0.036466978703918955
140,13134,100,1511,105327,34,27,116,7,0.346197956088294,0.9335070082112342,0.037966675709329864
141,13099,105,1414,105454,35,30,127,12,0.36097944745936594,0.9737510155923785,0.039485509218896264
142,13072,97,1328,105575,27,35,121,12,0.37585437861944365,1.014225699992311,0.04100303572469929
143,13034,106,1266,105666,38,29,91,13,0.390690532506575,1.0545753684292087,0.04253370178664425
144,13018,90,1207,105757,16,32,91,14,0.4053562121233056,1.0944454265660275,0.044002039349849795
145,12986,94,1139,105853,32,28,96,13,0.41972136229027157,1.1334854948982866,0.04550546917095372
146,12959,85,1095,105933,27,36,80,15,0.4336586853877953,1.1713524879017463,0.046900956829618146
147,12929,86,1038,106019,30,29,86,8,0.44704473946267953,1.2077136290803405,0.048248157594583785
148,12897,92,975,106108,32,26,89,12,0.459761007568257,1.2422493754179844,0.049505713795472674
149,12873,80,939,106180,24,36,72,13,0.4716949277428922,1.2746562255340859,0.05066501335115664
150,12850,82,890,106250,23,21,70,8,0.48274087361679036,1.3046493868645985,0.05175497423270156
151,12832,77,835,106328,18,23,78,13,0.4928010762697322,1.33196527842931,0.05273913843415666
152,12806,72,804,106390,26,31,62,17,0.5017864786430257,1.3563638471909731,0.05362552546761365
153,12790,58,770,106454,16,30,64,11,0.5096175145363729,1.377630677650031,0.054352071183563125
154,12772,50,729,106521,18,26,67,11,0.5162248049925432,1.395578876135735,0.05498796768484432
155,12742,60,695,106575,30,20,54,6,0.5215497656868185,1.4100507132344433,0.05547699386494809
156,12722,62,664,106624,20,18,49,3,0.5255451197904236,1.4209190099213804,0.05577067023427259
157,12708,56,641,106667,14,20,43,9,0.5281753116630967,1.4280882552144791,0.055961808872825605
158,12684,57,619,106712,24,23,45,7,0.5294168176444184,1.431495445528324,0.05603162201533471
159,12662,60,600,106750,22,19,38,7,0.5292583511506718,1.4311106383519279,0.05590906227925845
160,12648,58,568,106798,14,16,48,4,0.5277009602375503,1.426937215384593,0.055647857606501615
161,12637,52,545,106838,11,17,40,8,0.5247580167521707,1.4190118528174167,0.05527632916817789
162,12628,44,521,106879,9,17,41,6,0.5204550971634828,1.4074041990216055,0.054775393620951865
163,12610,44,491,106927,18,18,48,10,0.5148297561209384,1.3922162624760839,0.05414476447710715
164,12595,49,473,106955,15,10,28,4,0.5079311947396548,1.3735815153133148,0.053343097188912045
165,12578,45,454,106995,17,21,40,10,0.49981982653872503,1.3516637203613993,0.052428798681251595
166,12566,43,434,107029,12,14,34,6,0.4905667448602577,1.3266554919904554,0.05138873773113066
167,12554,39,410,107069,12,16,40,9,0.4802530964627038,1.298776603410608,0.05026034720959371
168,12545,35,395,107097,9,13,28,4,0.46896936680589535,1.2682720552971145,0.04903259236858894
169,12534,33,371,107134,11,13,37,4,0.45681458331998787,1.2354099227156252,0.047727521385079345
170,12523,36,348,107165,11,8,31,1,0.44389544366962613,1.2004789992688651,0.046337076845185336
171,12520,25,330,107197,3,14,32,8,0.4303253766820047,1.1637862591680663,0.04488111043531169
172,12508,28,319,107217,12,9,20,2,0.4162235441974023,1.1256541595325666,0.04339994980804415
173,12503,23,310,107236,5,10,19,5,0.40171379261815615,1.086417806625048,0.041846859534844905
174,12499,20,295,107258,4,7,22,1,0.3869235633724362,1.0464220109256523,0.040290036918228814
