Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
44,555599,22135,122811,152250,11220,10817,9373,2749,0.5273180927678541,1.0,0.3504874137683527
45,544462,22260,124329,161744,11137,11012,9494,2799,0.5334587477485996,1.0,0.347550286751651
46,533234,22404,126111,171046,11228,11084,9302,2911,0.5404095342867201,1.0,0.34502131914096146
47,522098,22340,127568,180789,11136,11200,9743,2815,0.5482562522088753,1.0,0.342812603721114
48,510881,22386,128793,190735,11217,11171,9946,2893,0.5570876101155265,1.0,0.34106007547663414
49,499457,22655,129887,200796,11424,11155,10061,2864,0.5669933800078715,1.0,0.3396667956212236
50,487907,22829,131186,210873,11550,11376,10077,3029,0.5780619515827158,1.0,0.3385539175905681
51,476381,22993,132507,220914,11526,11362,10041,2888,0.5903772370929178,1.0,0.3377707263976621
52,464595,23301,133800,231099,11786,11478,10185,3027,0.6040149171768762,1.0,0.3374096122276015
53,453005,23175,135167,241448,11590,11716,10349,3032,0.6190380767235136,1.0,0.33724634320717267
54,441339,23251,136305,251900,11666,11590,10452,3078,0.6354923581410213,1.0,0.33757376122007443
55,429659,23300,137366,262470,11680,11631,10570,3036,0.653400854199644,1.0,0.3381484173706655
56,417662,23692,138337,273104,11997,11605,10634,3098,0.6727590657559016,1.0,0.33895248850381976
57,405504,23893,139823,283575,12158,11957,10471,3159,0.6935303471277171,1.0,0.33966108131738176
58,393056,24342,141167,294230,12448,11999,10655,3117,0.7156423342798096,1.0,0.34028791106866235
59,380591,24672,142497,305035,12465,12135,10805,3207,0.7389848758979928,1.0,0.34060054219473784
60,368106,24798,143875,316016,12485,12359,10981,3290,0.7634099440599965,1.0,0.34069964530718183
61,355605,24830,145333,327027,12501,12469,11011,3396,0.7887338765724322,1.0,0.34045423855624357
62,342896,25012,146719,338168,12709,12527,11141,3264,0.8147420984315267,1.0,0.339737409239903
63,330130,25282,147999,349384,12766,12496,11216,3318,0.8411962050839783,1.0,0.3382322996012826
64,317340,25491,149233,360731,12790,12581,11347,3318,0.8678430031700376,1.0,0.3359553123980845
65,304604,25516,150459,372216,12736,12711,11485,3369,0.8944248450453859,1.0,0.33283119662603877
66,291981,25283,151667,383864,12623,12856,11648,3449,0.9206904118878899,1.0,0.3288550967380189
67,279399,25240,152643,395513,12582,12625,11649,3335,0.9464050340094873,1.0,0.3240313184705868
68,266937,25082,153453,407323,12462,12620,11810,3419,0.9713596999145221,1.0,0.3182440431714744
69,254684,24789,154251,419071,12253,12546,11748,3398,0.9953780837643419,1.0,0.31156753914575264
70,242733,24341,154678,431043,11951,12399,11972,3276,1.0183211767261504,1.0,0.30411776637213267
71,231048,24006,154796,442945,11685,12020,11902,3258,1.0400893908692044,1.0,0.296043032749787
72,219578,23454,154892,454871,11470,12022,11926,3280,1.0606222650259822,1.0,0.28735470199722457
73,208692,22457,154815,466831,10886,11883,11960,3211,1.0798961025364415,1.0,0.2780520833292254
74,197938,21986,154243,478628,10754,11225,11797,3086,1.097919991525612,1.0,0.2686778403619428
75,187825,20940,153512,490518,10113,11159,11890,3052,1.1147306985415455,1.0,0.2587345903856336
76,177988,20292,152106,502409,9837,10485,11891,2786,1.13038689976311,1.0,0.24896360725380204
77,168646,19524,150516,514109,9342,10110,11700,2717,1.1449631425114581,1.0,0.23896680891577624
78,159773,18612,148907,525503,8873,9785,11394,2641,1.1585438373351902,1.0,0.22910990799808922
79,151281,17720,146848,536946,8492,9384,11443,2552,1.1712174886650593,1.0,0.21943014653754128
80,143401,16663,144404,548327,7880,8937,11381,2384,1.1830712958864054,1.0,0.20987014313286462
81,136008,15737,141647,559403,7393,8319,11076,2331,1.1941862065528992,1.0,0.2008073408097987
82,129113,14767,138505,570410,6895,7865,11007,2133,1.2046324834690658,1.0,0.19212079668813808
83,122583,13966,135276,580970,6530,7331,10560,1978,1.2144658564072939,1.0,0.1838698985316693
84,116534,13056,131869,591336,6049,6959,10366,1937,1.2237243614779134,1.0,0.17590136363727163
85,110905,12141,128140,601609,5629,6544,10273,1775,1.2324260163468779,1.0,0.16841038395976413
86,105631,11453,124438,611273,5274,5962,9664,1686,1.2405675231318494,1.0,0.16133436658626957
87,100790,10600,120625,620780,4841,5694,9507,1604,1.2481242151700467,1.0,0.15459824339099923
88,96197,9858,116706,630034,4593,5335,9254,1506,1.2550514500832952,1.0,0.1483318214270667
89,91955,9207,112509,639124,4242,4893,9090,1325,1.2612875835196855,1.0,0.14227578922465914
90,87986,8613,108536,647660,3969,4563,8536,1221,1.2667585275203221,1.0,0.13659177222911864
91,84314,7970,104755,655756,3672,4315,8096,1232,1.2713837102708097,1.0,0.1311733384129685
92,80923,7341,100722,663809,3391,4020,8053,1088,1.2750830333291097,1.0,0.12606470590483124
93,77643,6930,96685,671537,3280,3691,7728,1013,1.2777842087562616,1.0,0.12125086512606542
94,74819,6314,92791,678871,2824,3440,7334,989,1.279429702884819,1.0,0.1164860962143141
95,72181,5725,88740,686149,2638,3227,7278,924,1.2799824644208122,1.0,0.11229780663055101
96,69694,5324,84984,692793,2487,2888,6644,821,1.279429702884819,1.0,0.10829157697210831
97,66278,6041,81207,699269,3416,2699,6476,752,1.2777842087562616,1.0,0.1044259085068028
98,62158,7086,78000,705551,4120,3075,6282,846,1.2750830333291097,1.0,0.0990976181649596
99,58449,7215,75531,711600,3709,3580,6049,999,1.2713837102708097,1.0,0.09266783771365097
100,55069,6960,73393,717373,3380,3635,5773,1014,1.2667585275203221,1.0,0.08682129840704426
101,52023,6522,71306,722944,3046,3484,5571,952,1.2612875835196855,1.0,0.08144729499685806
102,49293,6012,69113,728377,2730,3240,5433,905,1.2550514500832952,1.0,0.07656182504316192
103,46833,5413,66763,733786,2460,3059,5409,864,1.2481242151700467,1.0,0.07214370034812248
104,44520,5036,64348,738891,2313,2690,5105,777,1.2405675231318491,1.0,0.06812832956435473
105,42345,4636,62035,743779,2175,2575,4888,726,1.2324260163468777,1.0,0.06433856465828598
106,40407,4211,59701,748476,1938,2363,4697,663,1.2237243614779134,1.0,0.06076326442671714
107,38568,3910,57237,753080,1839,2140,4604,626,1.2144658564072939,1.0,0.05754363224438408
108,36900,3556,54876,757463,1668,2022,4383,589,1.204632483469066,1.0,0.05447999299061901
109,35465,3193,52494,761643,1435,1798,4180,528,1.1941862065528994,1.0,0.051671821506695026
110,34177,2878,50086,765654,1288,1603,4011,473,1.1830712958864054,1.0,0.04920012841141348
111,32945,2628,47738,769484,1232,1482,3830,434,1.1712174886650593,1.0,0.04693824437303893
112,31847,2416,45316,773216,1098,1310,3732,386,1.1585438373351904,1.0,0.04475662582567656
113,30785,2308,43059,776643,1062,1170,3427,341,1.1449631425114577,1.0,0.04275780369205072
114,29937,2010,40817,780031,848,1146,3388,343,1.1303868997631097,1.0,0.04080577478668066
115,29101,1837,38711,783146,836,1009,3115,296,1.1147306985415455,1.0,0.03913213952032815
116,28355,1706,36555,786179,746,877,3033,262,1.0979199915256117,1.0,0.03746570943003515
117,27693,1543,34536,789023,662,825,2844,241,1.0798961025364415,1.0,0.035905996150799195
118,27070,1396,32714,791615,623,770,2592,222,1.0606222650259822,1.0,0.03444182058450686
119,26517,1196,30912,794170,553,753,2555,219,1.0400893908692044,1.0,0.03301522618076955
120,26051,1085,29160,796499,466,577,2329,161,1.0183211767261504,1.0,0.031663908258429435
121,25574,1018,27418,798785,477,544,2286,158,0.9953780837643419,1.0,0.03040659767018436
122,25156,917,25809,800913,418,519,2128,144,0.9713596999145221,1.0,0.029129571544877712
123,24753,863,24300,802879,403,457,1966,136,0.9464050340094875,1.0,0.027917336564523325
124,24387,797,22902,804709,366,432,1830,139,0.9206904118878899,1.0,0.02672371409947401
125,24050,706,21528,806511,337,428,1802,127,0.8944248450453859,1.0,0.025577470196379935
126,23783,633,20227,808152,267,340,1641,86,0.8678430031700376,1.0,0.024474374528743018
127,23534,586,18978,809697,249,296,1545,90,0.8411962050839784,1.0,0.023459529365805684
128,23305,507,17795,811188,229,308,1491,85,0.8147420984315267,1.0,0.022483880117129613
129,23079,487,16706,812523,226,246,1335,80,0.7887338765724322,1.0,0.02155435127260424
130,22916,402,15654,813823,163,248,1300,72,0.7634099440599965,1.0,0.02065999225952387
131,22765,370,14661,814999,151,183,1176,46,0.7389848758979927,1.0,0.019857735347977416
132,22626,312,13763,816094,139,197,1095,55,0.7156423342798096,1.0,0.019103767892494523
133,22489,317,12818,817171,137,132,1077,44,0.6935303471277171,1.0,0.018400456890708468
134,22360,284,11938,818213,129,162,1042,47,0.6727590657559016,1.0,0.017741284399866875
135,22251,258,11141,819145,109,135,932,39,0.653400854199644,1.0,0.01713195211030088
136,22146,233,10407,820009,105,130,864,37,0.6354923581410215,1.0,0.016581171865449336
137,22034,222,9706,820833,112,123,824,41,0.6190380767235136,1.0,0.01607563042362928
138,21957,194,9030,821614,77,105,781,32,0.6040149171768764,1.0,0.015606171102170269
139,21887,162,8431,822315,70,102,701,30,0.5903772370929176,1.0,0.015200503045689985
140,21828,133,7869,822965,59,88,650,33,0.5780619515827158,1.0,0.014835971053173271
141,21764,138,7322,823571,64,59,606,19,0.5669933800078714,1.0,0.014512668928419861
142,21710,121,6816,824148,54,71,577,16,0.5570876101155265,1.0,0.014217314532278355
143,21653,116,6379,824647,57,62,499,18,0.5482562522088751,1.0,0.013957215081531527
144,21614,97,5932,825152,39,58,505,16,0.5404095342867201,1.0,0.013721337069178819
145,21576,86,5501,825632,38,49,480,10,0.5334587477485994,1.0,0.013520456116462019
146,21543,76,5098,826078,33,43,446,12,0.5273180927678541,1.0,0.013341324901716382
147,21510,70,4759,826456,33,39,378,11,0.5219059954213733,1.0,0.013184201196492292
148,21471,71,4429,826824,39,38,368,10,0.5171459787090652,1.0,0.0130439437403268
149,21441,64,4127,827163,30,37,339,13,0.5129671703624458,1.0,0.012915082891963572
150,21417,57,3832,827489,24,31,326,10,0.5093045250787059,1.0,0.012804951157326829
151,21390,56,3532,827817,27,28,328,7,0.5060988301319896,1.0,0.012710110454372764
152,21369,51,3297,828078,21,26,261,11,0.5032965531350029,1.0,0.01262379970750029
153,21348,46,3042,828359,21,26,281,8,0.5008495803667888,1.0,0.012550090798911707
154,21324,49,2807,828615,24,21,256,6,0.4987148843641818,1.0,0.012484319621253119
155,21312,36,2597,828850,12,25,235,9,0.49685415083916373,1.0,0.012423757072326088
156,21295,31,2417,829052,17,22,202,9,0.4952333876149984,1.0,0.012376261536302212
157,21283,25,2248,829239,12,18,187,6,0.49382253218379374,1.0,0.012331159097853397
158,21267,27,2070,829431,16,14,192,4,0.4925950695897528,1.0,0.012293576845641342
159,21252,26,1922,829595,15,16,164,4,0.4915276684970045,1.0,0.012257716011381158
160,21239,23,1798,829735,13,16,140,4,0.49059984035085674,1.0,0.012225948565758954
161,21227,20,1683,829865,12,15,130,3,0.48979362433004864,1.0,0.012198390922960269
162,21216,25,1559,829995,11,6,130,3,0.4890932991712264,1.0,0.012174066993248814
163,21203,22,1470,830100,13,16,105,6,0.4884851217994743,1.0,0.012152627940006268
164,21186,28,1359,830222,17,11,122,7,0.48795709191393793,1.0,0.012132053095821651
165,21177,21,1265,830332,9,16,110,3,0.48749874116797676,1.0,0.012110939124156164
166,21172,16,1180,830427,5,10,95,1,0.4871009452786261,1.0,0.012095916038632337
167,21166,14,1092,830523,6,8,96,2,0.4867557572449807,1.0,0.012084490284758624
168,21160,12,1012,830611,6,8,88,3,0.48645625980644397,1.0,0.012073632227045413
169,21154,12,946,830683,6,6,72,3,0.4861964352967238,1.0,0.012063762769339261
170,21145,12,879,830759,9,9,76,3,0.4859710511233097,1.0,0.01205475127722664
171,21140,10,818,830827,5,7,68,3,0.4857755592065684,1.0,0.01204477535565158
172,21137,7,757,830894,3,6,67,2,0.48560600783425706,1.0,0.012037724195869105
173,21134,8,700,830953,3,2,59,1,0.4854589645165966,1.0,0.012032371358869719
174,21132,6,653,831004,2,4,51,1,0.48533144855749727,1.0,0.01202750348420681
175,21128,7,608,831052,4,3,48,1,0.48522087218456406,1.0,0.0120236252217757
176,21127,4,575,831089,1,4,37,1,0.4851249892012965,1.0,0.01201897381181291
177,21123,5,529,831138,4,3,49,2,0.48504185023767515,1.0,0.012016345276381032
178,21119,6,493,831177,4,3,39,3,0.48496976377926676,1.0,0.01201228468777309
179,21115,7,467,831206,4,3,29,0,0.4849072622497124,1.0,0.012008462140903354
180,21111,9,425,831250,4,2,44,1,0.4848530725071341,1.0,0.012004845978210632
181,21104,11,403,831277,7,5,27,2,0.48480609019191395,1.0,0.012001408744236886
182,20932,90,467,831306,2,93,29,28,0.48476535743200877,1.0,0.011996421300834448
183,20931,50,473,831341,1,41,35,12,0.48473004347304,1.0,0.011897782315770699
184,20930,29,462,831374,1,22,33,6,0.4846994278544919,1.0,0.011896462484445113
185,20927,19,438,831411,3,13,37,3,0.4846728858011238,1.0,0.01189524270172494
186,20924,15,416,831440,3,7,29,4,0.4846498755407522,1.0,0.011892973042104281
187,20921,12,390,831472,3,6,32,2,0.4846299272965135,1.0,0.011890778673364934
188,20920,8,360,831507,1,5,35,1,0.4846126337341213,1.0,0.011888649570355772
189,20748,85,419,831543,2,95,36,35,0.48459764167300046,1.0,0.011887713534670313
190,20747,38,430,831580,1,48,37,7,0.4845846448949908,1.0,0.011789658959399704
191,20743,22,424,831606,4,20,26,9,0.4845733779059564,1.0,0.011788816622300644
192,20739,15,405,831636,4,11,30,5,0.48456361052454927,1.0,0.011786306173360217
193,20736,9,383,831667,3,9,31,4,0.48455514318883847,1.0,0.011783827431672701
194,20735,5,364,831691,1,5,24,1,0.4845478028858546,1.0,0.011781944360181616
195,20735,3,332,831725,0,2,34,1,0.48454143962159496,1.0,0.01178122145480892
196,20562,100,376,831757,3,76,32,25,0.48453592335989315,1.0,0.011781087331500987
197,20560,50,397,831788,2,52,31,12,0.4845311413679933,1.0,0.011682677934097501
198,20556,30,394,831815,4,24,27,7,0.4845269959148934,1.0,0.011681441654805913
199,20555,18,379,831843,1,13,28,4,0.484523402275638,1.0,0.011679082378740513
200,20554,15,361,831865,1,4,22,1,0.48452028700094824,1.0,0.011678439131684041
201,20554,7,350,831884,0,8,19,3,0.4845175864169464,1.0,0.011677805886776913
202,20554,6,322,831913,0,1,29,1,0.48451524532441054,1.0,0.011677749461943297
203,20381,91,385,831938,3,88,25,29,0.48451321587104573,1.0,0.011677700548213198
