Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
43,541491,93050,162656,166460,14752,15551,12050,3122
44,526815,92180,165668,178994,14676,15546,12534,3288
45,512490,91053,168339,191775,14325,15452,12781,3154
46,498352,89872,170866,204567,14138,15319,12792,3126
47,484318,88849,172939,217551,14034,15057,12984,3049
48,470942,87380,174368,230967,13376,14845,13416,3123
49,457979,85925,175474,244279,12963,14418,13312,2831
50,445288,84222,176478,257669,12691,14394,13390,2984
51,432621,82827,176868,271341,12667,14062,13672,2906
52,420427,81305,177120,284805,12194,13716,13464,2836
53,408587,79788,176886,298396,11840,13357,13591,2668
54,396957,78127,176691,311882,11630,13291,13486,2725
55,385672,76472,176273,325240,11285,12940,13358,2644
56,374472,74825,175659,338701,11200,12847,13461,2708
57,363427,73297,174599,352334,11045,12573,13633,2681
58,352618,71812,173477,365750,10809,12294,13416,2591
59,342080,70441,172039,379097,10538,11909,13347,2517
60,331768,68978,170673,392238,10312,11775,13141,2381
61,321362,67912,169012,405371,10406,11472,13133,2403
62,311401,66562,167395,418299,9961,11311,12928,2377
63,301280,65411,165777,431189,10121,11272,12890,2354
64,291474,64264,164027,443892,9806,10953,12703,2314
65,281744,63337,162118,456458,9730,10657,12566,2306
66,271998,62533,160165,468961,9746,10550,12503,2175
67,262364,61856,158203,481234,9634,10311,12273,2216
68,252865,61059,156334,493399,9499,10296,12165,2163
69,243483,60223,154460,505491,9382,10218,12092,2189
70,234234,59362,152619,517442,9249,10110,11951,2135
71,225165,58534,150618,529340,9069,9897,11898,2127
72,216365,57616,148869,540807,8800,9718,11467,2066
73,207620,56795,146921,552321,8745,9566,11514,2006
74,198953,56095,144928,563681,8667,9367,11360,1990
75,190608,55104,143174,574771,8345,9336,11090,2033
76,182314,54252,141327,585764,8294,9146,10993,1973
77,174284,53276,139280,596817,8030,9006,11053,1920
78,166638,52098,137444,607477,7646,8824,10660,1898
79,158983,51175,135476,618023,7655,8578,10546,1829
80,151430,50055,133641,628531,7553,8673,10508,1847
81,144065,49005,131809,638778,7365,8415,10247,1847
82,136962,47917,129851,648927,7103,8191,10149,1763
83,130365,46597,127873,658822,6597,7917,9895,1781
84,123840,45305,125981,668531,6525,7817,9709,1750
85,117536,44141,123737,678243,6304,7468,9712,1668
86,111526,42865,121467,687799,6010,7286,9556,1568
87,105700,41633,119285,697039,5826,7058,9240,1523
88,100186,40128,117178,706165,5514,7019,9126,1501
89,95043,38537,114838,715239,5143,6734,9074,1459
90,90187,37012,112437,724021,4856,6381,8782,1423
91,85495,35566,109963,732633,4692,6138,8612,1319
92,81025,34075,107562,740995,4470,5961,8362,1362
93,76837,32548,104957,749315,4188,5715,8320,1255
94,72863,31201,102269,757324,3974,5321,8009,1145
95,69193,29668,99666,765130,3670,5203,7806,1140
96,65736,28169,97018,772734,3457,4956,7604,1063
97,61006,28294,94138,780219,4730,4605,7485,1010
98,55730,28873,91550,787504,5276,4697,7285,1030
99,50570,29220,89274,794593,5160,4813,7089,1097
100,45976,29008,87312,801361,4594,4806,6768,1052
101,41902,28205,85531,808019,4074,4877,6658,1115
102,38263,27152,83630,814612,3639,4692,6593,1052
103,35071,25806,81801,820979,3192,4538,6367,1011
104,32093,24579,79674,827311,2978,4205,6332,963
105,29490,23031,77632,833504,2603,4151,6193,942
106,27184,21463,75457,839553,2306,3874,6049,842
107,25034,19996,73251,845376,2150,3617,5823,839
108,23225,18429,71112,850891,1809,3376,5515,779
109,21646,16996,68534,856481,1579,3012,5590,696
110,20181,15584,66121,861771,1465,2877,5290,644
111,18949,14256,63598,866854,1232,2560,5083,547
112,17864,12957,61052,871784,1085,2384,4930,591
113,16828,11784,58383,876662,1036,2209,4878,550
114,15931,10643,55991,881092,897,2038,4430,447
115,15156,9644,53478,885379,775,1774,4287,369
116,14494,8693,51055,889415,662,1613,4036,379
117,13884,7852,48640,893281,610,1451,3866,307
118,13365,7041,46195,897056,519,1330,3775,318
119,12892,6302,43885,900578,473,1212,3522,267
120,12471,5658,41603,903925,421,1065,3347,249
121,12095,5084,39340,907138,376,950,3213,213
122,11751,4586,37231,910089,344,842,2951,217
123,11443,4135,35154,912925,308,759,2836,186
124,11172,3749,33160,915576,271,657,2651,149
125,10961,3327,31282,918087,211,633,2511,136
126,10765,2976,29466,920450,196,547,2363,130
127,10615,2667,27659,922716,150,459,2266,96
128,10477,2368,26062,924750,138,437,2034,107
129,10337,2092,24473,926755,140,416,2005,103
130,10217,1869,22925,928646,120,343,1891,77
131,10113,1667,21497,930380,104,306,1734,68
132,10035,1477,20080,932065,78,268,1685,69
133,9950,1296,18775,933636,85,266,1571,58
134,9868,1173,17451,935165,82,205,1529,41
135,9807,1042,16322,936486,61,192,1321,43
136,9749,911,15210,937787,58,189,1301,47
137,9697,807,14200,938953,52,156,1166,37
138,9668,701,13187,940101,29,135,1148,33
139,9624,640,12264,941129,44,105,1028,22
140,9594,556,11389,942118,30,114,989,33
141,9555,497,10659,942946,39,98,828,24
142,9519,464,9935,943739,36,69,793,15
143,9497,404,9259,944497,22,82,758,22
144,9474,361,8592,945230,23,66,733,18
145,9461,320,8008,945868,13,54,638,14
146,9441,278,7476,946462,20,62,594,19
147,9428,232,6946,947051,13,59,589,15
148,9414,207,6492,947544,14,39,493,11
149,9396,182,6035,948044,18,43,500,11
150,9382,168,5604,948503,14,28,459,4
151,9376,146,5180,948955,6,28,452,4
152,9370,131,4790,949366,6,21,411,5
153,9357,116,4450,949734,13,28,368,5
154,9350,106,4133,950068,7,17,334,3
155,9334,100,3853,950370,16,22,302,11
156,9321,93,3553,950690,13,20,320,5
157,9315,88,3280,950974,6,11,284,2
158,9311,82,2999,951265,4,10,291,5
159,9303,75,2791,951488,8,15,223,3
160,9294,72,2594,951697,9,12,209,1
161,9282,71,2408,951896,12,13,199,5
162,9274,65,2248,952070,8,14,174,4
163,9271,62,2072,952252,3,6,182,2
164,9268,58,1922,952409,3,7,157,3
165,9263,48,1796,952550,5,15,141,1
166,9257,49,1669,952682,6,5,132,1
167,9254,46,1566,952791,3,6,109,0
168,9251,38,1462,952906,3,11,115,2
169,9242,40,1358,953017,9,7,111,0
170,9237,38,1271,953111,5,7,94,3
171,9234,34,1179,953210,3,7,99,2
172,9234,24,1102,953297,0,10,87,2
173,9232,21,1016,953388,2,5,91,0
174,9230,18,932,953477,2,5,89,1
175,9230,14,867,953546,0,4,69,1
176,9227,14,811,953605,3,3,59,1
177,9227,11,741,953678,0,3,73,1
178,9225,12,687,953733,2,1,55,0
179,9225,10,628,953794,0,2,61,1
180,9221,14,579,953843,4,0,49,0
181,9220,14,539,953884,1,1,41,0
182,9219,15,493,953930,1,0,46,0
183,9217,13,456,953971,2,4,41,0
184,9215,13,426,954003,2,2,32,0
185,9213,11,402,954031,2,4,28,0
186,9211,13,375,954058,2,0,27,0
187,9209,12,341,954095,2,3,37,0
188,9209,5,311,954132,0,7,37,3
189,9017,164,318,954158,0,33,26,10
190,9017,137,316,954187,0,27,29,4
191,9016,121,311,954209,1,17,22,4
192,9016,103,305,954233,0,18,24,8
193,9016,84,304,954253,0,19,20,7
194,9015,74,285,954283,1,11,30,2
195,9014,62,276,954305,1,13,22,2
196,8821,213,293,954330,1,42,25,12
197,8818,187,298,954354,3,29,24,6
198,8818,151,309,954379,0,36,25,8
199,8818,122,316,954401,0,29,22,5
200,8815,106,308,954428,3,19,27,5
201,8814,90,304,954449,1,17,21,2
202,8814,73,298,954472,0,17,23,6
203,8622,226,313,954496,0,39,24,6
204,8621,190,331,954515,1,37,19,7
205,8619,157,336,954545,2,35,30,7
206,8618,132,337,954570,1,26,25,8
207,8617,115,327,954598,1,18,28,6
208,8617,91,333,954616,0,24,18,7
209,8617,82,309,954649,0,9,33,2
210,8424,222,332,954679,1,53,30,14
211,8423,179,341,954714,1,44,35,17
212,8422,148,347,954740,1,32,26,5
213,8421,123,345,954768,1,26,28,10
214,8418,105,343,954791,3,21,23,7
215,8417,98,322,954820,1,8,29,2
216,8417,81,312,954847,0,17,27,3
217,8225,225,337,954870,0,48,23,12
218,8223,187,345,954902,2,40,32,15
219,8223,157,353,954924,0,30,22,8
220,8222,142,341,954952,1,16,28,6
221,8221,114,351,954971,1,29,19,12
222,8221,93,344,954999,0,21,28,4
223,8221,71,345,955020,0,22,21,4
224,8029,208,371,955049,0,55,29,10
225,8029,168,384,955076,0,40,27,14
226,8027,148,375,955107,2,22,31,4
227,8025,125,367,955140,2,25,33,6
228,8024,104,371,955158,1,22,18,5
229,8024,90,365,955178,0,14,20,6
230,8023,74,354,955206,1,17,28,7
231,7830,233,351,955243,1,34,37,8
232,7829,206,364,955258,1,28,15,9
233,7828,169,371,955289,1,38,31,14
234,7827,140,374,955316,1,30,27,8
235,7826,124,372,955335,1,17,19,3
236,7826,106,361,955364,0,18,29,2
237,7825,92,341,955399,1,15,35,2
238,7633,252,356,955416,0,32,17,13
239,7632,202,382,955441,1,51,25,15
240,7632,164,394,955467,0,38,26,9
241,7631,134,390,955502,1,31,35,9
242,7630,116,380,955531,1,19,29,3
243,7629,95,375,955558,1,22,27,2
244,7628,76,367,955586,1,20,28,3
245,7436,215,394,955612,0,53,26,10
246,7434,183,397,955643,2,34,31,6
247,7433,155,389,955680,1,29,37,7
248,7432,123,396,955706,1,33,26,4
249,7430,107,379,955741,2,18,35,4
250,7430,88,370,955769,0,19,28,4
251,7429,78,349,955801,1,11,32,5
252,7236,229,363,955829,1,42,28,15
253,7233,198,368,955858,3,34,29,12
254,7233,173,365,955886,0,25,28,4
255,7232,148,368,955909,1,26,23,8
256,7232,124,359,955942,0,24,33,1
257,7230,110,347,955970,2,16,28,7
258,7230,94,345,955988,0,16,18,5
259,7038,257,344,956018,0,29,30,9
260,7037,205,372,956043,1,53,25,8
261,7037,167,375,956078,0,38,35,12
262,7036,139,369,956113,1,29,35,6
263,7035,113,361,956148,1,27,35,11
264,7033,91,358,956175,2,24,27,10
265,7031,77,346,956203,2,16,28,6
266,6839,234,361,956223,0,35,20,6
267,6838,195,375,956249,1,40,26,13
268,6838,160,383,956276,0,35,27,11
269,6838,132,379,956308,0,28,32,8
270,6838,116,365,956338,0,16,30,4
271,6837,91,350,956379,1,26,41,7
272,6835,75,338,956409,2,18,30,5
273,6642,230,346,956439,1,38,30,9
274,6641,183,363,956470,1,48,31,14
275,6640,154,361,956502,1,30,32,10
276,6639,128,363,956527,1,27,25,8
277,6639,107,356,956555,0,21,28,4
278,6638,88,347,956584,1,20,29,9
279,6638,75,330,956614,0,13,30,3
280,6446,221,352,956638,0,46,24,16
281,6445,187,357,956668,1,35,30,7
282,6443,162,343,956709,2,27,41,7
283,6442,139,323,956753,1,24,44,7
284,6441,109,326,956781,1,31,28,7
285,6439,94,322,956802,2,17,21,6
286,6439,70,316,956832,0,24,30,6
287,6247,203,356,956851,0,59,19,16
288,6246,171,366,956874,1,33,23,8
289,6244,142,369,956902,2,31,28,6
290,6243,119,363,956932,1,24,30,10
291,6242,104,358,956953,1,16,21,11
292,6240,90,338,956989,2,16,36,5
293,6240,76,325,957016,0,14,27,2
294,6046,224,345,957042,2,46,26,18
295,6045,191,351,957070,1,34,28,13
296,6045,160,357,957095,0,31,25,11
297,6044,128,354,957131,1,33,36,11
298,6044,109,349,957155,0,19,24,6
299,6044,86,339,957188,0,23,33,4
300,6042,78,313,957224,2,10,36,2
301,5850,225,333,957249,0,45,25,14
302,5849,192,344,957272,1,34,23,12
303,5848,151,361,957297,1,42,25,12
304,5848,128,358,957323,0,23,26,3
305,5847,105,358,957347,1,24,24,5
306,5847,93,336,957381,0,12,34,1
307,5847,73,335,957402,0,20,21,4
308,5655,222,341,957439,0,43,37,13
309,5655,174,359,957469,0,48,30,14
310,5654,140,354,957509,1,35,40,12
311,5653,114,358,957532,1,27,23,7
