Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality
78,121283,7289,48032,315012,3668,3658,3628,708,0.6459680380736571,0.7306075525141604
79,117280,7249,47858,319229,3572,3612,3786,736,0.6471136710225952,0.7239834274087341
80,113649,6820,47821,323326,3214,3643,3680,717,0.648413303851676,0.718168906467753
81,109787,6849,47553,327427,3458,3429,3697,722,0.6499594216770043,0.713181044682966
82,105769,7035,47296,331516,3628,3442,3699,664,0.6518329673725937,0.709034472312385
83,101955,6974,47108,335579,3438,3499,3687,678,0.6541016970302201,0.7057413519672184
84,98253,6878,46912,339573,3341,3437,3633,713,0.6568188815160799,0.7033113429368355
85,94698,6643,46773,343502,3207,3442,3581,642,0.6600223675425466,0.7017515728564077
86,91295,6408,46535,347378,3070,3305,3543,676,0.6637340477441512,0.7010666168003254
87,87964,6225,46208,351219,3008,3191,3518,661,0.6679598197176909,0.701258483862718
88,84821,5971,45763,355061,2830,3084,3529,620,0.6726901296075233,0.7023266112644329
89,81757,5780,45207,358872,2764,2955,3511,603,0.6779011876581887,0.7042678660037649
90,78752,5601,44597,362666,2717,2896,3506,571,0.6835569047099863,0.7070765540460899
91,75935,5367,44045,366269,2542,2776,3328,522,0.6896115284892854,0.7107444370254492
92,73252,5106,43368,369890,2414,2675,3352,558,0.696012862952582,0.715260756409096
93,70647,4934,42536,373499,2344,2516,3348,525,0.70270584775645,0.7206122650541267
94,68178,4660,41789,376989,2218,2492,3239,514,0.7096361801758445,0.7267832660636323
95,65830,4459,40779,380548,2109,2310,3320,454,0.7167536030954462,0.7337556588284024
96,63574,4256,39833,383953,2025,2228,3174,462,0.7240144803875951,0.7415089921191305
97,61407,4042,38870,387297,1946,2160,3123,424,0.7313833440846902,0.7500205240733927
98,59280,3900,37892,390544,1911,2053,3031,412,0.7388332195406556,0.7592652889014494
99,57315,3694,36844,393763,1755,1961,3009,385,0.7463446932231547,0.7692161701152078
100,55365,3632,35899,396720,1748,1810,2755,369,0.7539038511741952,0.7798439800655534
101,53591,3399,34898,399728,1580,1813,2814,380,0.7614993521597536,0.7911175455547542
102,51832,3295,33901,402588,1572,1676,2673,313,0.7691189841655975,0.8030037992728203
103,50149,3111,32959,405397,1503,1687,2629,332,0.7767460765189079,0.815467876789622
104,48583,2952,32050,408031,1392,1551,2460,299,0.7843561079595546,0.8284732188182693
105,47061,2841,30938,410776,1355,1466,2578,286,0.7919137802226172,0.8419816784498018
106,45776,2563,29906,413371,1123,1401,2433,266,0.7993707389083003,0.8559536330446424
107,44522,2383,28890,415821,1092,1272,2288,254,0.8066640390650325,0.8703481004526288
108,43286,2288,27861,418181,1079,1174,2203,257,0.8137153866913297,0.8851228592207181
109,42134,2148,26907,420427,1001,1141,2095,220,0.820431146391606,0.9002345724357863
110,41054,2059,25818,422685,932,1021,2110,208,0.8267030897037956,0.9156389148392594
111,39980,1933,24905,424798,930,1056,1969,192,0.832409862835501,0.931290702840734
112,38936,1916,23882,426882,905,922,1945,190,0.8374191682261852,0.9471440270492346
113,37999,1782,23001,428834,803,937,1818,184,0.8415906717410123,0.9631523869333647
114,37086,1688,22107,430735,782,876,1770,194,0.8447796567181278,0.9792688272153804
115,36270,1561,21243,432542,689,816,1680,163,0.8468414388731044,0.9954460755991076
116,35446,1514,20393,434263,700,747,1597,152,0.847636525376419,1.0116366814277338
117,34722,1347,19620,435927,603,770,1543,164,0.8470364432213288,1.0277931548647583
118,34009,1263,18823,437521,595,679,1476,133,0.8449300763181286,1.0438681061898667
119,33319,1190,18013,439094,575,648,1458,132,0.8412302431511848,1.0598143848011436
120,32665,1126,17236,440589,541,605,1382,140,0.8358801296508345,1.0755852175159148
121,32042,1066,16480,442028,514,574,1330,101,0.8288590845337024,1.0911343457645488
122,31518,952,15804,443342,416,530,1206,117,0.820187211618366,1.1064161612748127
123,30952,927,15073,444664,458,483,1214,101,0.8099281819235727,1.1213858398487921
124,30460,822,14326,446008,384,489,1236,90,0.7981897593171247,1.1359994728399874
125,30016,755,13607,447238,337,404,1123,89,0.7851216964561739,1.1502141959449397
126,29596,700,12914,448406,315,370,1063,69,0.7709109034649341,1.163988314931617
127,29161,682,12251,449522,332,350,1013,63,0.755774089878089,1.177281427935782
128,28772,616,11615,450613,287,353,989,79,0.7399483830415994,1.1900545439666197
129,28409,561,11018,451628,263,318,915,73,0.723680678108423,1.2022701972740326
130,28082,491,10486,452557,228,298,830,69,0.7072166270356047,1.2138925572421402
131,27768,452,9869,453527,217,256,873,57,0.6907901972567442,1.22488753348665
132,27470,419,9367,454360,202,235,737,50,0.6746146232789262,1.235222875847827
133,27188,419,8832,455177,187,187,722,42,0.6588753620742486,1.2448682689857695
134,26920,362,8415,455919,174,231,648,58,0.6437253908476804,1.2537954213005242
135,26688,320,7950,456658,140,182,647,41,0.6292829051332268,1.2619781479162242
136,26469,280,7518,457349,127,167,599,34,0.6156312314714786,1.2693924474858393
137,26227,286,7059,458044,152,146,605,30,0.6028205922095417,1.2760165725912658
138,26005,279,6667,458665,132,139,531,25,0.5908712618958979,1.281831093532247
139,25796,261,6280,459279,119,137,524,33,0.5797776306549234,1.286818955317034
140,25609,227,5933,459847,99,133,480,27,0.5695127241703233,1.2909655276876149
141,25439,189,5595,460393,83,121,459,29,0.5600328020558741,1.2942586480327816
142,25268,199,5244,460905,85,75,426,23,0.5512817464681491,1.2966886570631644
143,25113,162,4953,461388,69,106,397,23,0.5431950446303307,1.2982484271435923
144,24964,145,4629,461878,63,80,404,22,0.5357032514696812,1.2989333831996746
145,24813,143,4336,462324,67,69,362,13,0.5287348858574643,1.298741516137282
146,24673,119,4091,462733,56,80,325,15,0.5222187640822497,1.2976733887355671
147,24550,94,3837,463135,39,64,318,13,0.5160858080681631,1.295732133996235
148,24406,104,3595,463511,60,50,292,9,0.5102703859146903,1.29292344595391
149,24274,100,3368,463874,48,52,279,12,0.5047112516415743,1.2892555629745508
150,24154,95,3140,464227,38,43,271,11,0.499352152602742,1.284739243590904
151,24033,91,2929,464563,40,44,255,10,0.49414216953416723,1.2793877349458733
152,23919,84,2723,464890,34,41,247,6,0.48903584773514247,1.2732167339363678
153,23805,76,2569,465166,34,42,196,12,0.48399317001607506,1.2662443411715978
154,23691,77,2403,465445,34,33,199,6,0.47897941385766957,1.2584910078808695
155,23582,67,2254,465713,29,39,188,10,0.4739649274015534,1.2499794759266076
156,23469,67,2101,465979,33,33,186,4,0.4689248518199131,1.240734711098551
157,23367,59,1982,466208,24,32,151,8,0.4638388114708604,1.2307838298847924
158,23265,54,1856,466441,24,29,155,4,0.4586905880776045,1.2201560199344466
159,23166,48,1732,466670,21,27,151,11,0.4534677909287323,1.208882454445246
160,23072,44,1618,466882,16,20,134,8,0.4481615316932304,1.1969962007271797
161,22982,35,1522,467077,12,21,117,8,0.44276610976617864,1.1845321232103785
162,22884,37,1437,467258,20,18,103,2,0.4372787119945522,1.171526781181731
163,22792,36,1339,467449,14,15,113,2,0.4316991290685703,1.1580183215501985
164,22703,32,1249,467632,12,16,106,2,0.4260294897050794,1.1440463669553576
165,22621,27,1153,467815,7,12,108,3,0.4202740129114044,1.1296518995473719
166,22530,26,1085,467975,16,17,85,5,0.4144387780302761,1.1148771407792823
167,22443,30,1008,468135,13,9,86,1,0.4085315118707946,1.0997654275642137
168,22360,27,949,468280,9,12,71,3,0.4025613919800413,1.0843610851607406
169,22272,33,887,468424,14,8,70,1,0.39653886496767793,1.0687092971592658
170,22190,23,845,468558,8,18,60,4,0.39047547873246885,1.0528559729507658
171,22105,25,802,468684,11,9,52,1,0.38438372743246774,1.0368476130666355
172,22025,23,757,468811,7,9,54,2,0.37827690807235875,1.0207311727846198
173,21943,22,702,468949,10,11,66,0,0.37216898763898626,1.0045539244008923
174,21860,21,648,469087,11,12,66,5,0.36607447978972174,0.9883633185722668
175,21785,9,608,469214,3,15,55,1,0.36000833018077477,0.9722068451352421
176,21710,9,565,469332,3,3,46,0,0.35398580960868514,0.956131893810134
177,21636,3,542,469435,2,8,31,0,0.3480224142243186,0.9401856151988567
178,21560,5,502,469549,4,2,42,0,0.3421337721622551,0.9244147824840848
179,21483,8,466,469659,5,2,38,0,0.3363355560077654,0.9088656542354512
180,21405,13,435,469763,6,1,32,0,0.33064340059763603,0.8935838387251874
181,21330,9,421,469856,3,7,21,2,0.3250728257193321,0.8786141601512081
182,21255,9,379,469973,4,4,46,1,0.3196391633351278,0.8640005271600126
183,21178,11,353,470074,6,4,30,1,0.31435748901392296,0.8497858040550608
184,21104,14,327,470171,4,1,27,0,0.30924255730360883,0.8360116850683832
185,21030,11,307,470268,5,8,28,5,0.3043087408213628,0.8227185720642183
186,20960,7,297,470352,2,6,16,2,0.29956997287841824,0.8099454560333804
187,20891,4,280,470441,1,4,21,0,0.29503969349008125,0.7977298027259678
188,20819,7,258,470532,4,1,23,1,0.29073079865140955,0.78610744275786
189,20751,1,240,470624,0,6,24,1,0.28665559278441166,0.7751124665133498
190,20679,5,219,470713,4,0,21,0,0.28282574428425516,0.7647771241521728
191,20610,4,198,470804,1,2,23,0,0.2792522441101209,0.7551317310142307
192,20543,4,190,470879,0,0,8,0,0.275945367381381,0.7462045786994758
193,20474,3,179,470960,3,4,15,2,0.27291463795198506,0.738021852083776
194,20408,0,171,471037,0,3,11,0,0.2701687959456287,0.7306075525141604
195,20341,1,158,471116,1,0,13,0,0.2677157682417193,0.7239834274087341
196,20175,52,187,471202,2,49,20,12,0.2655626419075739,0.7181689064677532
197,20108,28,195,471285,1,25,17,3,0.2637156405759317,0.7131810446829661
198,20041,14,199,471362,1,15,11,3,0.26218010376892176,0.7090344723123851
199,19974,6,195,471441,1,9,13,0,0.2609604691702945,0.7057413519672183
200,19908,3,181,471524,0,3,17,2,0.2600602578471726,0.7033113429368355
201,19841,2,158,471615,1,2,25,0,0.25948206242094196,0.7017515728564077
202,19773,2,147,471694,2,2,13,0,0.25922753818434635,0.7010666168003254
203,19610,54,176,471776,1,47,18,9,0.25929739715847894,0.701258483862718
204,19543,26,194,471853,3,31,13,9,0.2596914050792956,0.7023266112644329
205,19479,14,188,471935,2,14,20,2,0.2604083812986345,0.7042678660037649
206,19417,4,183,472012,0,10,15,1,0.26144620157956666,0.7070765540460899
207,19355,1,169,472091,0,3,17,1,0.262801803760355,0.7107444370254491
208,19289,5,158,472164,4,0,11,0,0.2644711962554081,0.7152607564090958
209,19225,6,150,472235,2,1,9,0,0.266449469355468,0.7206122650541265
210,19064,52,194,472306,3,55,11,20,0.2687308092829291,0.7267832660636322
211,19004,26,206,472380,0,26,14,4,0.2713085149517122,0.7337556588284024
212,18944,14,205,472453,0,12,13,3,0.2741750173745569,0.7415089921191305
213,18882,8,203,472523,2,8,10,4,0.27732190165401543,0.7500205240733924
214,18820,4,198,472594,2,6,11,2,0.28073993148685844,0.7592652889014492
215,18760,2,179,472675,0,2,21,0,0.28441907610509803,0.7692161701152076
216,18700,1,172,472743,0,1,8,0,0.2883485395704268,0.7798439800655533
217,18541,51,217,472807,1,49,4,11,0.29251679233259353,0.7911175455547538
218,18479,28,232,472877,2,25,10,6,0.29691160495613994,0.8030037992728198
219,18417,19,221,472959,2,11,22,4,0.30152008391401547,0.8154678767896214
220,18357,7,211,473041,0,12,22,2,0.30632870934092044,0.8284732188182691
221,18297,7,194,473118,0,0,17,0,0.3113233746338054,0.841981678449802
222,18236,5,177,473198,1,3,20,1,0.3164894277818242,0.8559536330446423
223,18175,5,165,473271,2,2,14,0,0.3218117143032026,0.8703481004526286
224,18019,61,199,473337,2,44,10,11,0.32727462166196936,0.885122859220718
225,17961,44,205,473406,2,19,13,3,0.3328621250333383,0.9002345724357863
226,17904,22,211,473479,1,23,17,3,0.33855783428271186,0.9156389148392587
227,17848,9,202,473557,0,13,22,3,0.3443450420198404,0.9312907028407336
228,17791,5,193,473627,1,5,14,1,0.35020677258662736,0.9471440270492341
229,17734,5,183,473694,1,1,11,0,0.356125831834414,0.9631523869333644
230,17678,4,169,473765,0,1,15,0,0.36208485754434155,0.9792688272153796
231,17526,50,207,473833,0,52,14,11,0.36806637034256046,0.9954460755991076
232,17472,27,209,473908,0,23,21,9,0.37405282496065845,1.0116366814277338
233,17416,17,207,473976,2,12,14,3,0.3800266616907178,1.0277931548647583
234,17362,11,201,474042,0,6,12,2,0.3859703578838655,1.0438681061898665
235,17306,6,190,474114,2,7,18,0,0.3918664793410997,1.0598143848011432
236,17252,5,175,474184,0,1,16,0,0.3976977314455051,1.0755852175159146
237,17197,3,167,474249,1,3,11,2,0.40344700988575805,1.0911343457645488
238,17044,47,205,474320,1,55,17,8,0.40909745082203935,1.1064161612748125
239,16987,31,206,474392,3,19,18,2,0.41463248034712125,1.1213858398487915
240,16930,17,207,474462,3,17,16,5,0.4200358630974777,1.135999472839987
241,16875,8,203,474530,1,10,14,4,0.42529174987177004,1.1502141959449392
242,16820,4,186,474606,1,5,22,2,0.43038472411698386,1.1639883149316173
243,16765,1,172,474678,1,4,18,1,0.4352998471458181,1.1772814279357817
244,16709,3,155,474749,2,0,17,0,0.4400227019526604,1.1900545439666195
245,16555,42,207,474812,2,61,9,13,0.4445394354995919,1.2022701972740326
246,16500,22,211,474883,1,21,17,4,0.44883679934836546,1.2138925572421404
247,16446,15,200,474955,0,7,18,1,0.4529021885191526,1.2248875334866498
248,16392,7,196,475021,0,8,12,4,0.4567236784620558,1.2352228758478268
249,16337,6,185,475088,1,2,13,1,0.46029006003292666,1.2448682689857693
250,16281,7,171,475157,2,1,15,0,0.46359087237088614,1.2537954213005242
251,16226,7,160,475223,1,1,12,1,0.46661643358109556,1.261978147916224
252,16074,49,207,475286,0,56,9,14,0.4693578691327706,1.2693924474858393
253,16019,26,208,475363,1,24,23,6,0.4718071378891305,1.2760165725912658
254,15964,15,202,475435,1,12,18,3,0.4739570556929263,1.281831093532247
255,15904,14,195,475503,6,7,14,3,0.4758013164383567,1.2868189553170342
256,15850,8,187,475571,0,6,14,0,0.4773345105675599,1.290965527687615
257,15793,9,171,475643,3,2,18,0,0.47855214093742,1.2942586480327816
258,15738,7,160,475711,1,3,14,1,0.4794506360101461,1.2966886570631644
259,15584,53,194,475785,2,54,20,13,0.4800273603289255,1.2982484271435926
260,15530,27,209,475850,0,26,11,4,0.48028062224792095,1.2989333831996746
261,15475,12,207,475922,1,16,18,6,0.48020967889393956,1.298741516137282
262,15418,9,197,475992,3,6,16,2,0.4798147383452081,1.2976733887355671
263,15363,7,188,476058,1,3,12,1,0.47909695902087074,1.295732133996235
264,15308,6,176,476126,1,2,14,0,0.47805844628299,1.2929234459539098
265,15254,2,168,476192,1,5,13,0,0.47670224626102004,1.2892555629745508
266,15103,47,206,476260,1,54,16,12,0.47503233691686236,1.284739243590904
267,15048,29,214,476325,4,22,14,3,0.4730536163767089,1.2793877349458733
268,14994,17,203,476402,3,15,26,3,0.4707718885639007,1.2732167339363676
269,14943,7,192,476474,1,11,22,2,0.4681938461749345,1.2662443411715976
270,14892,5,174,476545,1,3,21,2,0.4653270510485566,1.2584910078808695
271,14842,4,161,476609,0,1,14,0,0.4621799119855213,1.2499794759266074
272,14790,4,148,476674,2,2,15,0,0.45876166008407043,1.2407347110985505
273,14641,45,195,476735,2,59,12,11,0.455082321663481,1.2307838298847922
274,14591,20,207,476798,1,26,14,9,0.45115268885509735,1.2201560199344468
275,14540,10,198,476868,3,13,22,2,0.44698428794711026,1.208882454445246
276,14491,6,192,476927,1,5,11,2,0.44258934557593327,1.1969962007271793
277,14442,1,184,476989,1,6,14,1,0.43798075286334043,1.1845321232103778
278,14393,2,170,477051,1,0,14,0,0.43317202760455714,1.1715267811817305
279,14345,1,160,477110,0,1,11,0,0.42817727461821337,1.158018321550198
280,14199,52,195,477170,0,47,12,12,0.4230111443744611,1.144046366955357
281,14149,28,205,477234,2,26,16,9,0.41768879002260123,1.129651899547371
282,14100,17,210,477289,1,12,7,3,0.4122258229442703,1.114877140779282
283,14052,14,199,477351,0,3,14,1,0.40663826696255273,1.0997654275642137
284,14004,4,193,477415,0,10,16,2,0.40094251134133735,1.0843610851607408
285,13953,5,173,477485,3,2,22,1,0.3951552627127693,1.068709297159266
286,13905,3,165,477543,0,2,10,1,0.38929349607381103,1.052855972950766
287,13759,49,208,477600,0,52,9,7,0.3833744049956422,1.036847613066635
288,13711,27,213,477665,0,22,17,7,0.3774153511919473,1.0207311727846193
289,13664,15,210,477727,0,12,15,4,0.3714338135940111,1.0045539244008919
290,13616,12,194,477794,2,5,21,3,0.36544733708199534,0.9883633185722658
291,13569,8,187,477852,2,6,13,3,0.3594734810227788,0.9722068451352417
292,13524,2,175,477915,0,6,18,2,0.3535297677653031,0.9561318938101335
293,13479,2,163,477972,1,1,13,0,0.3476336312445025,0.9401856151988562
294,13335,50,196,478035,2,52,19,15,0.34180236584456475,0.9244147824840849
295,13291,23,207,478095,0,27,16,7,0.3360530756715197,0.9088656542354513
296,13244,15,200,478157,3,11,18,3,0.3304026243839467,0.893583838725187
297,13200,9,197,478210,0,6,9,0,0.32486758572895763,0.8786141601512081
298,13157,7,183,478269,0,2,16,1,0.31946419492853767,0.8640005271600122
299,13112,6,175,478323,2,3,11,0,0.3142083010588424,0.8497858040550603
300,13069,4,159,478384,1,3,19,0,0.3091153205621225,0.8360116850683824
301,12929,47,203,478437,0,55,11,17,0.3042001920276445,0.8227185720642178
302,12887,21,218,478490,0,26,11,6,0.299477332374231,0.8099454560333805
303,12842,13,214,478547,3,11,15,3,0.29496059456295404,0.7977298027259672
304,12798,7,208,478603,2,8,14,2,0.2906632269640135,0.7861074427578596
305,12755,5,194,478662,1,3,17,1,0.286597834496982,0.7751124665133495
306,12713,3,180,478720,0,2,16,0,0.28277634165840576,0.7647771241521728
307,12670,2,167,478777,1,2,15,1,0.27920995754519934,0.7551317310142307
308,12528,44,214,478830,2,58,11,14,0.2759091429764333,0.7462045786994755
309,12485,21,222,478888,1,24,16,10,0.2728835798099498,0.7380218520837755
310,12441,14,216,478945,2,9,15,2,0.27014214254380464,0.7306075525141602
