Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
44,928809,18629,19715,24812,3481,2549,1469,1366
45,924975,19791,20835,26364,3834,2672,1552,1475
46,920901,21047,22053,27964,4074,2818,1600,1497
47,916501,22423,23352,29689,4400,3024,1725,1637
48,911917,23894,24693,31461,4584,3113,1772,1674
49,906872,25591,26107,33395,5045,3348,1934,1781
50,901381,27472,27648,35464,5491,3610,2069,1903
51,895467,29486,29439,37573,5914,3900,2109,2064
52,889242,31475,31452,39796,6225,4236,2223,2297
53,882419,33756,33497,42293,6823,4542,2497,2500
54,875071,36193,35824,44877,7348,4911,2584,2727
55,867123,38887,38300,47655,7948,5254,2778,2928
56,858523,42068,40780,50594,8600,5419,2939,3115
57,849115,45462,43679,53709,9408,6014,3115,3403
58,838949,49082,46794,57140,10166,6546,3431,3563
59,827487,53617,50154,60707,11462,6927,3567,3867
60,815106,58415,53870,64574,12381,7583,3867,4265
61,801705,63644,57875,68741,13401,8172,4167,4605
62,787037,69239,62476,73213,14668,9073,4472,5153
63,771230,75231,67454,78050,15807,9815,4837,5620
64,754041,81621,73008,83295,17189,10799,5245,6231
65,735029,88824,79277,88835,19012,11809,5540,6796
66,714292,96906,85849,94918,20737,12655,6083,7283
67,692207,105141,93022,101595,22085,13850,6677,7916
68,668588,113698,100833,108846,23619,15062,7251,8770
69,649392,116633,109335,116605,19196,16261,7759,9405
70,635890,113750,117389,124936,13502,16385,8331,9644
71,621215,112223,124474,134053,14675,16202,9117,9588
72,605849,111663,130873,143580,15366,15926,9527,9251
73,589807,111902,136793,153463,16042,15803,9883,9337
74,573247,112297,142466,163955,16560,16165,10492,9634
75,556430,113053,147618,174864,16817,16061,10909,9523
76,539397,113834,152537,186197,17033,16252,11333,9791
77,522121,114857,157156,197831,17276,16253,11634,9857
78,504924,115873,161143,210025,17197,16181,12194,9745
79,487878,116368,165321,222398,17046,16551,12373,9966
80,470974,116818,169014,235159,16904,16454,12761,10009
81,453913,117295,172597,248160,17061,16584,13001,10064
82,437447,117121,175999,261398,16466,16640,13238,10186
83,421349,116313,179276,275027,16098,16906,13629,10334
84,405842,115314,181932,288877,15507,16506,13850,10265
85,390724,113905,184500,302836,15118,16527,13959,10069
86,376109,112215,186689,316952,14615,16305,14116,10139
87,362148,110104,188488,331225,13961,16072,14273,9939
88,348517,107988,189759,345701,13631,15747,14476,9744
89,335605,105443,190648,360269,12912,15457,14568,9702
90,323279,102525,191261,374900,12326,15244,14631,9572
91,311624,99451,191426,389464,11655,14729,14564,9255
92,300568,96308,190873,404216,11056,14199,14752,8894
93,290283,92884,190109,418689,10285,13709,14473,8536
94,280554,89159,189007,433245,9729,13454,14556,8604
95,271558,85438,187210,447759,8996,12717,14514,8085
96,263033,81523,185169,462240,8525,12440,14481,8033
97,255262,77492,182678,476533,7771,11802,14293,7465
98,248046,73567,179962,490390,7216,11141,13857,7128
99,241217,69870,176735,504143,6829,10526,13753,6784
100,234962,66035,173414,517554,6255,10090,13411,6527
101,229117,62550,169369,530929,5845,9330,13375,6027
102,223655,59043,165371,543896,5462,8969,12967,5731
103,218671,55573,161241,556480,4984,8454,12584,5506
104,213885,52380,156645,569055,4786,7979,12575,5175
105,209631,49187,151906,581241,4254,7447,12186,4853
106,205755,45987,147361,592862,3876,7076,11621,4623
107,202158,42919,142685,604203,3597,6665,11341,4443
108,198797,40283,137888,614997,3361,5997,10794,3881
109,195603,37736,133102,625524,3194,5741,10527,3863
110,192720,35329,128193,635723,2883,5290,10199,3553
111,190018,33113,123256,645578,2702,4918,9855,3289
112,187416,31021,118509,655019,2602,4694,9441,3136
113,185081,28916,113725,664243,2335,4440,9224,2977
114,182889,26991,109093,672992,2192,4117,8749,2745
115,180869,25129,104487,681480,2020,3882,8488,2645
116,178846,23536,100299,689284,2023,3616,7804,2369
117,176764,22288,95900,697013,2082,3330,7729,2286
118,173364,22516,91670,704415,3400,3172,7402,2167
119,170169,22464,87978,711354,3195,3247,6939,2192
120,167199,22202,84467,718097,2970,3232,6743,2231
121,164419,21796,81248,724502,2780,3186,6405,2210
122,161758,21399,78099,730709,2661,3058,6207,2146
123,159307,20790,75173,736695,2451,3060,5986,2135
124,156934,20141,72407,742483,2373,3022,5788,2085
125,154604,19624,69720,748017,2330,2847,5534,1939
126,152494,18933,67203,753335,2110,2801,5318,1948
127,150535,18179,64902,758349,1959,2713,5014,1912
128,148610,17549,62454,763352,1925,2555,5003,1789
129,146872,16765,60140,768188,1738,2522,4836,1804
130,145110,16152,57829,772874,1762,2375,4686,1647
131,143473,15498,55587,777407,1637,2291,4533,1647
132,141968,14867,53387,781743,1505,2136,4336,1516
133,140518,14188,51515,785744,1450,2129,4001,1490
134,139090,13588,49522,789765,1428,2028,4021,1436
135,137790,12955,47663,793557,1300,1933,3792,1422
136,136549,12405,45771,797240,1241,1791,3683,1319
137,135282,11877,44017,800789,1267,1795,3549,1301
138,134156,11271,42403,804135,1126,1732,3346,1232
139,133097,10736,40751,807381,1059,1594,3246,1166
140,132048,10260,39137,810520,1049,1525,3139,1078
141,131074,9799,37564,813528,974,1435,3008,1051
142,130053,9421,36069,816422,1021,1399,2894,1022
143,129157,9014,34660,819134,896,1303,2712,951
144,128277,8636,33219,821833,880,1258,2699,908
145,127502,8120,31946,824397,775,1291,2564,947
146,126709,7753,30689,826814,793,1160,2417,870
147,125987,7376,29425,829177,722,1099,2363,820
148,125315,7005,28194,831451,672,1043,2274,798
149,124640,6683,27031,833611,675,997,2160,745
150,124014,6379,25834,835738,626,930,2127,721
151,123388,6075,24745,837757,626,930,2019,699
152,122833,5799,23682,839651,555,831,1894,631
153,122284,5499,22667,841515,549,849,1864,623
154,121765,5232,21755,843213,519,786,1698,581
155,121281,4970,20815,844899,484,746,1686,575
156,120802,4708,19895,846560,479,741,1661,560
157,120323,4472,19104,848066,479,715,1506,540
158,119921,4228,18252,849564,402,646,1498,488
159,119494,4068,17463,850940,427,587,1376,459
160,119105,3888,16598,852374,389,569,1434,439
161,118715,3712,15878,853660,390,566,1286,438
162,118362,3546,15156,854901,353,519,1241,399
163,118009,3354,14545,856057,353,545,1156,432
164,117694,3218,13859,857194,315,451,1137,344
165,117408,3030,13218,858309,286,474,1115,365
166,117110,2888,12620,859347,298,440,1038,338
167,116852,2780,12102,860231,258,366,884,284
168,116604,2627,11559,861175,248,401,944,304
169,116336,2525,11031,862073,268,370,898,286
170,116121,2355,10529,862960,215,385,887,302
171,115893,2223,10024,863825,228,360,865,284
172,115644,2156,9607,864558,249,316,733,244
173,115436,2064,9160,865305,208,300,747,243
174,115234,1970,8766,865995,202,296,690,235
175,115052,1876,8395,866642,182,276,647,220
176,114882,1770,8043,867270,170,276,628,222
177,114703,1705,7650,867907,179,244,637,195
178,114540,1604,7327,868494,163,264,587,215
179,114400,1519,7012,869034,140,225,540,176
180,114255,1468,6696,869546,145,196,512,158
181,114109,1382,6457,870017,146,232,471,193
182,113946,1351,6151,870517,163,194,500,157
183,113814,1312,5847,870992,132,171,475,142
184,113686,1271,5572,871436,128,169,444,126
185,113564,1214,5314,871873,122,179,437,140
186,113454,1169,5039,872303,110,155,430,134
187,113359,1123,4761,872722,95,141,419,118
188,113282,1048,4526,873109,77,152,387,119
189,113185,995,4321,873464,97,150,355,124
190,113097,949,4120,873799,88,134,335,107
191,113019,898,3930,874118,78,129,319,110
192,112926,863,3753,874423,93,128,305,102
193,112839,831,3582,874713,87,119,290,108
194,112757,784,3437,874987,82,129,274,111
195,112674,752,3297,875242,83,115,255,92
196,112605,717,3168,875475,69,104,233,92
197,112528,683,3051,875703,77,111,228,92
198,112465,654,2892,875954,63,92,251,82
199,112402,631,2761,876171,63,86,217,71
200,112356,587,2656,876366,46,90,195,78
201,112299,562,2552,876552,57,82,186,65
202,112251,535,2433,876746,48,75,194,68
203,112205,513,2310,876937,46,68,191,61
204,112150,501,2212,877102,55,67,165,56
205,112110,478,2125,877252,40,63,150,56
206,112063,453,2011,877438,47,72,186,63
207,112017,440,1922,877586,46,59,148,52
208,111979,420,1809,877757,38,58,171,52
209,111947,384,1731,877903,32,68,146,60
