Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
76,3177,1578,18665,466974,188,338,1508,97,1.3377207600223384,1.029336364040573,0.00922831301189568
77,2975,1442,17531,468446,184,320,1454,74,1.367053311198531,1.04749715014052,0.00885640601165131
78,2799,1293,16538,469764,158,307,1300,98,1.3956275648121252,1.0654364826009284,0.00846664519817957
79,2645,1173,15520,471056,138,258,1276,70,1.4234230709276585,1.0830707199727332,0.008124408486903422
80,2502,1043,14589,472260,131,261,1192,65,1.4504340597690168,1.1003176433010087,0.007823093447491302
81,2378,938,13754,473324,114,219,1054,56,1.4766707016022433,1.1170968394676923,0.0075340034653947905
82,2261,878,12885,474370,108,168,1037,52,1.5021596860152746,1.1333300761146612,0.0072842158210425145
83,2144,808,12126,475316,108,178,937,46,1.526943705818944,1.1489416663990972,0.007040093718227858
84,2050,721,11380,476243,85,172,918,59,1.551079426109602,1.1638588218804895,0.006781311128559865
85,1950,672,10686,477086,92,141,835,41,1.5746335816099444,1.1780119918939425,0.006582459904281835
86,1865,621,10016,477892,77,128,798,42,1.5976769952434697,1.1913351878274816,0.0063529940022201865
87,1782,577,9361,478674,77,121,776,40,1.6202765556948162,1.2037662907914264,0.006162016208132302
88,1730,500,8807,479357,49,126,680,38,1.6424855175820299,1.215247341245326,0.00596848491688556
89,1665,453,8216,480060,62,109,700,32,1.6643328530023167,1.2257248092320943,0.0058713928712300885
90,1605,428,7669,480692,58,83,630,23,1.6858127187466703,1.2351498439593798,0.0057237204711175224
91,1556,394,7210,481234,49,83,542,23,1.7068753248713266,1.243478501564509,0.005586395625595907
92,1524,344,6763,481763,32,82,529,25,1.72742051896765,1.250671950001061,0.005481034285724669
93,1485,303,6367,482239,39,80,476,19,1.747295190319387,1.256696650091793,0.0054300784064379775
94,1454,271,5916,482753,31,63,514,15,1.7662951576244452,1.2615245119037664,0.005348654977573749
95,1421,257,5477,483239,33,47,486,10,1.7841716031680288,1.2651330257165814,0.005290002551022879
96,1384,252,5062,483696,37,42,457,10,1.8006414734526497,1.2675053669730838,0.005217664844545845
97,1358,226,4748,484062,26,52,366,16,1.815400716047302,1.2686304747232189,0.005123461116998711
98,1334,203,4402,484455,24,47,393,9,1.8281388773655927,1.2685031031952845,0.005062485665531134
99,1311,183,4131,484769,23,43,314,12,1.8385535052499162,1.2671238462541405,0.005001346623334275
100,1289,170,3852,485083,22,35,314,8,1.8463629764885614,1.264499134632338,0.004935994041885716
101,1266,159,3569,485400,23,34,317,7,1.851316738524635,1.2606412059470742,0.004866183672635176
102,1244,152,3334,485664,22,29,264,7,1.8532024203421582,1.2555680476427726,0.004784223020985519
103,1227,139,3111,485917,17,30,253,9,1.8518497312928315,1.249303313125314,0.0046976534495289145
104,1206,135,2913,486140,21,25,223,9,1.8471314517187278,1.2418762114789386,0.004621651756055088
105,1194,116,2727,486357,12,31,217,7,1.8389620829135314,1.2333213712800124,0.004522462085575514
106,1178,106,2545,486565,16,26,208,9,1.827294857531641,1.223678679142619,0.004449055371584439
107,1169,96,2371,486758,9,19,193,7,1.8121178317614293,1.212993093748752,0.004352979045043299
108,1156,91,2206,486941,13,18,183,6,1.7934497177831703,1.2013144362301862,0.004275220985755384
109,1145,76,2082,487091,11,26,150,11,1.7713360022574682,1.1886971578793624,0.0041755494940999135
110,1133,75,1939,487247,12,13,156,3,1.745845761951303,1.1752000862723264,0.004076300683601842
111,1117,77,1808,487392,16,14,145,4,1.7170694506220987,1.1608861509874138,0.0039670952082505855
112,1113,67,1692,487522,4,14,130,6,1.6851178023943751,1.1458220901985066,0.0038382944841790826
113,1103,59,1586,487646,10,18,124,5,1.6501218790855543,1.1300781395108574,0.003745122598201083
114,1091,62,1480,487761,12,9,115,1,1.612234180502108,1.1137277044902787,0.0036262562370131465
115,1084,56,1377,487877,7,13,116,5,1.5716306340643955,1.096847018412506,0.003496472268755848
116,1079,47,1260,488008,5,14,131,4,1.5285131806757852,1.079514786828478,0.0033787287117145624
117,1076,42,1176,488100,3,8,92,1,1.4831125783987813,1.061811820602725,0.0032632505130411158
118,1072,36,1096,488190,4,10,90,5,1.4356909602507437,1.0438206591358161,0.003150127190034544
119,1070,31,1011,488282,2,7,92,0,1.386543619109242,1.0256251855275713,0.0030309807209817153
120,1067,25,936,488366,3,9,84,3,1.3359994680994267,1.0073102354753263,0.002915042661342485
121,1065,22,867,488440,2,5,74,3,1.284419657836316,0.9889612017307522,0.002794642216077989
122,1061,19,792,488522,4,7,82,2,1.2321939386977951,0.9706636359594271,0.002675984095876279
123,1059,20,729,488586,2,1,64,1,1.1797345440614389,0.9525028498594799,0.0025524340657699456
124,1056,19,684,488635,3,4,49,0,1.1274676310678435,0.9345635173990714,0.002434752915616517
125,1056,18,619,488701,0,1,66,0,1.0758226218848197,0.916929280027267,0.0023166447564822766
126,1055,17,569,488753,1,2,52,1,1.025220095619298,0.8996823566989918,0.0022076787664081915
127,1050,18,536,488790,5,4,37,1,0.9760591333067468,0.8829031605323077,0.002099826640698332
128,1050,14,492,488838,0,4,48,0,0.9287051622518943,0.8666699238853386,0.0019884835874103045
129,1050,14,450,488880,0,0,42,0,0.8834793447498229,0.8510583336009026,0.0018916489842602357
130,1049,11,428,488906,1,4,26,1,0.840650401960872,0.8361411781195105,0.0017999464146358144
131,1048,10,394,488942,1,2,36,0,0.8004294814127161,0.821988008106058,0.001712195756885156
132,1047,9,359,488979,1,2,37,1,0.7629683185011294,0.8086648121725183,0.0016305068940264025
133,1047,8,326,489013,0,1,34,0,0.7283605742697886,0.7962337092085735,0.001555062911170342
134,1047,7,305,489035,0,1,22,0,0.6966459160792557,0.784752658754674,0.001487351546175077
135,1047,6,277,489064,0,1,29,0,0.6678161891009804,0.7742751907679057,0.0014257995611461935
136,1047,3,254,489090,0,3,26,2,0.6418229240058603,0.7648501560406206,0.0013703034731952994
137,1046,4,235,489109,1,0,19,0,0.6185854338022202,0.7565214984354911,0.0013206910141456145
138,1046,2,218,489128,0,2,19,1,0.5979988461478578,0.7493280499989388,0.0012755188543715037
139,1046,2,205,489141,0,0,13,0,0.5799415633585017,0.7433033499082069,0.0012370030532041433
140,948,78,214,489154,0,22,13,8,0.5642818076144116,0.7384754880962336,0.001203601126369153
141,948,61,204,489181,0,17,27,7,0.5508830667677795,0.7348669742834189,0.001064933802811321
142,948,45,208,489193,0,16,12,3,0.5396083891719834,0.7324946330269162,0.0010431382784761645
143,948,37,200,489209,0,8,16,3,0.5303235758131544,0.731369525276781,0.0010251894392485845
144,948,30,191,489225,0,7,16,2,0.5228993838352809,0.7314968968047155,0.0010108374406616848
145,948,23,186,489237,0,7,12,2,0.5172128912679986,0.7328761537458595,0.0009998446574021353
146,948,18,177,489251,0,5,14,1,0.5131481847707339,0.735500865367662,0.0009919870128155233
147,850,87,190,489267,0,29,16,8,0.5105965274357102,0.7393587940529259,0.000987054303292971
148,849,63,201,489281,1,25,14,10,0.50945614845353,0.7444319523572274,0.0008830404250164165
149,849,44,204,489297,0,19,16,5,0.5096317758271993,0.7506966868746859,0.0008823056107482804
150,849,36,192,489317,0,8,20,2,0.511034011038386,0.7581237885210612,0.0008847332458626934
151,849,31,180,489334,0,5,17,2,0.5135786230745688,0.7666786287199878,0.0008891386334056064
152,849,17,178,489350,0,14,16,2,0.5171858199409101,0.776321320857381,0.0008953836326093563
153,849,13,168,489364,0,4,14,2,0.5217795393697008,0.7870069062512481,0.0009033365598373471
154,751,89,181,489373,0,22,9,5,0.5272867870521281,0.7986855637698138,0.0009128710428905263
155,750,77,179,489388,1,13,15,4,0.5336370401856916,0.8113028421206376,0.0008172233289547882
156,749,62,177,489406,1,16,18,5,0.5407617261218068,0.8247999137276735,0.0008270315187203659
157,749,49,178,489418,0,13,12,5,0.548593780011248,0.8391138490125862,0.0008378910452175695
158,749,33,179,489433,0,16,15,6,0.5570672811760258,0.8541779098014934,0.0008508329906174287
159,749,26,170,489449,0,7,16,2,0.5661171651139256,0.869921860489142,0.0008646552703954989
160,749,20,164,489461,0,6,12,2,0.5756790062449499,0.8862722955097208,0.0008792594845725428
161,651,98,172,489473,0,20,12,5,0.5856888654709556,0.9031529815874939,0.0008945479761941331
162,651,76,187,489480,0,22,7,8,0.5960831961273871,0.9204852131715224,0.0007913028313538278
163,651,59,190,489494,0,17,14,8,0.6067988017928616,0.9381881793972754,0.0008055278408119857
164,651,46,184,489513,0,13,19,3,0.6177728395620987,0.9561793408641838,0.0008200959199234214
165,651,37,179,489527,0,9,14,1,0.6289428626866634,0.9743748144724288,0.0008349241703793642
166,651,29,167,489547,0,8,20,3,0.6402468968784355,0.9926897645246738,0.0008499303210640047
167,651,25,155,489563,0,4,16,0,0.6516235450049588,1.0110387982692484,0.0008650328670379903
168,553,95,165,489581,0,28,18,9,0.6630121153514055,1.0293363640405728,0.0008801512398066962
169,553,76,174,489591,0,19,10,5,0.6743527690596232,1.0474971501405197,0.0007604438090392044
170,553,62,178,489601,0,14,10,3,0.685586682767669,1.0654364826009282,0.0007731118969043686
171,553,49,178,489614,0,13,13,1,0.6966562228562316,1.083070719972733,0.0007855946264421998
172,553,38,177,489626,0,11,12,4,0.7075051280583446,1.1003176433010082,0.0007978285538082941
173,553,35,162,489644,0,3,18,1,0.7180786975053804,1.1170968394676928,0.0008097519947643638
174,553,26,162,489653,0,9,9,2,0.7283239815669005,1.1333300761146614,0.0008213052398815973
175,455,96,175,489668,0,28,15,12,0.7381899730968895,1.1489416663990974,0.0008324307702022862
176,455,72,180,489687,0,24,19,12,0.7476277969271765,1.1638588218804895,0.0006936680456976744
177,455,63,169,489707,0,9,20,4,0.756590895653601,1.1780119918939425,0.0007019842361904682
178,454,47,171,489722,1,17,15,7,0.7650352099448701,1.1913351878274816,0.0007098190853169409
179,454,37,172,489731,0,10,9,3,0.7729193517710341,1.2037662907914262,0.0007155580731086626
180,454,26,172,489742,0,11,11,1,0.7802047691008569,1.2152473412453257,0.0007223028119670898
181,454,22,158,489760,0,4,18,2,0.7868559007575051,1.2257248092320943,0.0007284603378995406
182,356,96,171,489771,0,24,11,10,0.792840320252116,1.2351498439593793,0.0007340006309099637
183,356,83,172,489783,0,13,12,4,0.7981288675367467,1.2434785015645091,0.0005793991705507854
184,356,68,174,489796,0,15,13,9,0.8026957677335625,1.2506719500010612,0.0005827144975532904
185,356,54,173,489811,0,14,15,9,0.8065187360071892,1.256696650091793,0.0005854897694885324
186,356,41,177,489820,0,13,9,5,0.8095790678529758,1.2615245119037664,0.0005877114078794998
187,356,33,176,489829,0,8,9,2,0.8118617141763671,1.2651330257165811,0.0005893684878827773
188,355,25,174,489840,1,9,11,1,0.8133553406383084,1.2675053669730838,0.0005904527813701591
189,257,103,181,489853,0,20,13,4,0.8140523708391028,1.2686304747232189,0.0005892987916815489
190,257,80,195,489862,0,23,9,9,0.8139490130087444,1.2685031031952845,0.00042656495867251094
191,257,68,193,489876,0,12,14,6,0.813045269965679,1.2671238462541405,0.00042609133549998475
192,257,57,192,489888,0,11,12,5,0.8113449321983485,1.264499134632338,0.00042520024220315817
193,256,45,194,489899,1,13,11,5,0.8088555540147436,1.2606412059470742,0.00042389563775614936
194,256,37,186,489915,0,8,16,2,0.8055884127944927,1.2555680476427726,0.00042054069518670725
195,255,31,181,489927,1,7,12,2,0.801558451465665,1.249303313125314,0.0004184369375955053
196,157,104,197,489936,0,25,9,10,0.796784204414301,1.2418762114789386,0.00041431985735071545
197,157,79,208,489950,0,25,14,7,0.7912877071184927,1.2333213712800122,0.00025333134177335645
198,157,63,204,489970,0,16,20,7,0.7850943898804511,1.223678679142619,0.0002513485467016946
199,157,52,199,489986,0,11,16,5,0.7782329561091239,1.2129930937487523,0.0002491518536302085
