Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
63,263908,84816,146212,248886,11521,12381,11030,5284
64,252459,83991,147365,260007,11449,12274,11121,5279
65,241412,82949,148099,271362,11047,12089,11355,5223
66,230780,81544,148824,282674,10632,12037,11312,5254
67,220361,80294,149097,294070,10419,11669,11396,5076
68,210316,78811,149210,305485,10045,11528,11415,4966
69,200493,77291,149073,316965,9823,11343,11480,4924
70,191075,75786,148456,328505,9418,10923,11540,4755
71,182163,73682,148089,339888,8912,11016,11383,4883
72,173416,71771,147398,351237,8747,10658,11349,4649
73,165220,69746,146387,362469,8196,10221,11232,4592
74,157454,67653,145017,373698,7766,9859,11229,4395
75,150020,65373,143536,384893,7434,9714,11195,4241
76,142905,63234,141682,396001,7115,9254,11108,4141
77,136343,60659,139866,406954,6562,9137,10953,4033
78,129995,58432,137418,417977,6348,8575,11023,3809
79,124022,55941,135327,428532,5973,8464,10555,3845
80,118341,53548,133005,438928,5681,8074,10396,3692
81,112870,51252,130573,449127,5471,7767,10199,3533
82,107778,49142,127601,459301,5092,7202,10174,3257
83,103007,46960,124834,469021,4771,6953,9720,3200
84,98418,44757,122039,478608,4589,6792,9587,3108
85,94191,42524,119012,488095,4227,6460,9487,3029
86,90196,40371,115929,497326,3995,6148,9231,2757
87,86296,38544,112828,506154,3900,5727,8828,2708
88,82754,36498,109860,514710,3542,5588,8556,2696
89,79297,34710,106692,523123,3457,5245,8413,2419
90,76081,32955,103435,531351,3216,4971,8228,2276
91,72978,31253,100356,539235,3103,4805,7884,2250
92,70061,29675,97174,546912,2917,4495,7677,2081
93,67359,28255,93838,554370,2702,4122,7458,1949
94,64791,26769,90742,561520,2568,4054,7150,1901
95,62332,25290,87693,568507,2459,3938,6987,1841
96,59978,24101,84580,575163,2354,3543,6656,1677
97,57881,22744,81449,581748,2097,3454,6585,1608
98,55816,21542,78500,587964,2065,3267,6216,1509
99,53915,20393,75442,594072,1901,3050,6108,1426
100,51814,19590,72527,599891,2101,2904,5819,1358
101,48370,20121,69862,605469,3444,2913,5578,1388
102,45320,20349,67359,610794,3050,2822,5325,1401
103,42606,20132,65132,615952,2714,2931,5158,1460
104,40043,19794,62981,621004,2563,2901,5052,1458
105,37669,19388,60897,625868,2374,2780,4864,1333
106,35497,18840,58917,630568,2172,2720,4700,1350
107,33477,18202,57087,635056,2020,2658,4488,1283
108,31684,17454,55283,639401,1793,2541,4345,1252
109,29965,16653,53538,643666,1719,2520,4265,1263
110,28424,15824,51764,647810,1541,2370,4144,1173
111,26988,14987,50060,651787,1436,2273,3977,1119
112,25597,14238,48402,655585,1391,2140,3798,1023
113,24386,13425,46700,659311,1211,2024,3726,981
114,23301,12669,44946,662906,1085,1841,3595,908
115,22249,11883,43365,666325,1052,1838,3419,901
116,21358,11043,41756,669665,891,1731,3340,932
117,20451,10394,40116,672861,907,1556,3196,742
118,19688,9699,38505,675930,763,1458,3069,696
119,18971,9071,36856,678924,717,1345,2994,681
120,18293,8469,35241,681819,678,1280,2895,679
121,17668,7818,33788,684548,625,1276,2729,658
122,17107,7314,32289,687112,561,1065,2564,544
123,16604,6791,30758,689669,503,1026,2557,524
124,16174,6278,29342,692028,430,943,2359,504
125,15743,5817,27958,694304,431,892,2276,456
126,15339,5413,26568,696502,404,808,2198,411
127,14994,4949,25328,698551,345,809,2049,402
128,14655,4558,24061,700548,339,730,1997,355
129,14351,4239,22835,702397,304,623,1849,328
130,14104,3915,21609,704194,247,571,1797,305
131,13872,3583,20512,705855,232,564,1661,300
132,13664,3287,19483,707388,208,504,1533,254
133,13487,3004,18452,708879,177,460,1491,243
134,13286,2754,17500,710282,201,451,1403,250
135,13108,2529,16546,711639,178,403,1357,209
136,12966,2325,15652,712879,142,346,1240,193
137,12840,2117,14809,714056,126,334,1177,162
138,12711,1958,13929,715224,129,288,1168,127
139,12595,1797,13181,716249,116,277,1025,144
140,12487,1663,12466,717206,108,242,957,132
141,12399,1534,11723,718166,88,217,960,128
142,12320,1392,11060,719050,79,221,884,117
143,12235,1281,10415,719891,85,196,841,109
144,12162,1168,9847,720645,73,186,754,87
145,12102,1074,9197,721449,60,154,804,79
146,12047,984,8688,722103,55,145,654,77
147,11988,916,8124,722794,59,127,691,74
148,11939,841,7636,723406,49,124,612,72
149,11890,781,7161,723990,49,109,584,63
150,11857,686,6748,724531,33,128,541,63
151,11814,645,6329,725034,43,84,503,44
152,11779,577,5921,725545,35,103,511,57
153,11749,530,5529,726014,30,77,469,40
154,11716,473,5186,726447,33,90,433,43
155,11682,442,4853,726845,34,65,398,34
156,11655,406,4557,727204,27,63,359,36
157,11634,372,4274,727542,21,55,338,29
158,11609,342,4007,727864,25,55,322,29
159,11591,324,3724,728183,18,36,319,22
160,11571,304,3481,728466,20,40,283,22
161,11551,289,3262,728720,20,35,254,22
162,11538,256,3056,728972,13,46,252,30
163,11521,238,2880,729183,17,35,211,24
164,11508,213,2718,729383,13,38,200,27
165,11501,198,2504,729619,7,22,236,11
