Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases
113,30122,1917,29824,749886,411,518,2530,286
114,29712,1857,27966,752214,410,470,2328,260
115,29386,1697,26283,754383,326,486,2169,290
116,29076,1595,24723,756355,310,412,1972,235
117,28789,1463,23275,758222,287,419,1867,251
118,28547,1328,21887,759987,242,377,1765,217
119,28278,1288,20510,761673,269,309,1686,183
120,28026,1236,19181,763306,252,304,1633,175
121,27809,1158,17978,764804,217,295,1498,178
122,27629,1056,16852,766212,180,282,1408,182
123,27469,959,15799,767522,160,257,1310,147
124,27297,900,14800,768752,172,231,1230,148
125,27123,829,13934,769863,174,245,1111,151
126,26967,772,13017,770993,156,213,1130,114
127,26825,714,12182,772028,142,200,1035,117
128,26697,661,11424,772967,128,181,939,107
129,26555,628,10699,773867,142,175,900,113
130,26446,581,10039,774683,109,156,816,100
131,26336,556,9381,775476,110,135,793,84
132,26233,531,8778,776207,103,128,731,70
133,26137,481,8207,776924,96,146,717,90
134,26053,440,7701,777555,84,125,631,77
135,25977,403,7184,778185,76,113,630,58
136,25913,349,6805,778682,64,118,497,67
137,25852,336,6370,779191,61,74,509,50
138,25786,330,5936,779697,66,72,506,37
139,25726,306,5601,780116,60,84,419,54
140,25670,290,5240,780549,56,72,433,47
141,25610,286,4905,780948,60,64,399,36
142,25565,255,4610,781319,45,76,371,47
143,25520,232,4329,781668,45,68,349,42
144,25478,216,4067,781988,42,58,320,30
145,25424,212,3803,782310,54,58,322,33
146,25370,211,3576,782592,54,55,282,33
147,25337,185,3335,782892,33,59,300,34
148,25295,171,3162,783121,42,56,229,32
149,25270,151,2962,783366,25,45,245,29
150,25231,164,2757,783597,39,26,231,19
151,25202,148,2595,783804,29,45,207,29
152,25169,143,2418,784019,33,38,215,24
153,25138,140,2274,784197,31,34,178,19
154,25118,124,2141,784366,20,36,169,18
155,25098,113,1992,784546,20,31,180,19
156,25078,102,1878,784691,20,31,145,16
157,25058,101,1772,784818,20,21,127,14
158,25033,102,1660,784954,25,24,136,17
159,25014,90,1576,785069,19,31,115,20
160,24991,84,1489,785185,23,29,116,17
161,24986,69,1395,785299,5,20,114,11
162,24972,65,1296,785416,14,18,117,8
163,24965,56,1210,785518,7,16,102,13
164,24952,59,1139,785599,13,10,81,8
165,24935,58,1074,785682,17,18,83,13
166,24924,58,1008,785759,11,11,77,9
167,24918,49,957,785825,6,15,66,8
168,24906,45,894,785904,12,16,79,12
169,24894,46,828,785981,12,11,77,8
170,24888,40,764,786057,6,12,76,6
171,24880,42,693,786134,8,6,77,5
172,24874,37,650,786188,6,11,54,8
173,24870,33,617,786229,4,8,41,3
174,24864,30,596,786259,6,9,30,6
175,24855,33,540,786321,9,6,62,5
176,24851,30,502,786366,4,7,45,5
177,24848,25,468,786408,3,8,42,6
178,24844,21,443,786441,4,8,33,6
179,24840,18,416,786475,4,7,34,4
180,24838,16,390,786505,2,4,30,2
181,24838,14,359,786538,0,2,33,0
182,24834,17,332,786566,4,1,28,0
183,24832,16,311,786590,2,3,24,2
184,24829,14,281,786625,3,5,35,5
185,24824,16,261,786648,5,3,23,3
186,24821,16,245,786667,3,3,19,3
187,24818,17,230,786684,3,2,17,2
188,24818,15,214,786702,0,2,18,2
189,24815,13,201,786720,3,5,18,5
190,24813,11,188,786737,2,4,17,4
191,24813,8,178,786750,0,3,13,2
192,24812,8,161,786768,1,1,18,1
193,24812,7,136,786794,0,1,26,1
194,24811,8,124,786806,1,0,12,0
195,24810,6,116,786817,1,3,11,3
196,24809,4,109,786827,1,3,10,3
197,24809,4,100,786836,0,0,9,0
198,24808,4,90,786847,1,1,11,1
199,24807,4,83,786855,1,1,8,0
200,24807,4,73,786865,0,0,10,0
201,24807,3,69,786870,0,1,5,0
202,24805,2,70,786872,2,3,2,3
203,24804,2,66,786877,1,1,5,0
204,24803,2,63,786881,1,1,4,1
205,24803,2,59,786885,0,0,4,0
206,24801,4,55,786889,2,0,4,0
207,24799,5,49,786896,2,1,7,1
208,24798,6,44,786901,1,0,5,0
209,24798,6,39,786906,0,0,5,0
210,24797,5,39,786908,1,2,2,1
211,24796,2,38,786913,1,4,5,2
212,24796,2,35,786916,0,0,3,0
213,24796,2,31,786920,0,0,4,0
214,24796,2,31,786920,0,0,0,0
215,24796,1,29,786923,0,1,3,1
216,24796,0,27,786926,0,1,3,0
217,24795,1,25,786928,1,0,2,0
218,24795,0,25,786929,0,1,1,1
219,24795,0,24,786930,0,0,1,0
220,24795,0,22,786932,0,0,2,0
221,24795,0,20,786934,0,0,2,0
222,24794,1,20,786934,1,0,0,0
223,24794,1,19,786935,0,0,1,0
224,24794,1,15,786939,0,0,4,0
225,24794,0,15,786940,0,1,1,1
226,24794,0,14,786941,0,0,1,0
227,24793,1,13,786942,1,0,1,0
228,24793,1,12,786943,0,0,1,0
229,24793,1,11,786944,0,0,1,0
230,24793,0,10,786946,0,1,2,1
231,24793,0,10,786946,0,0,0,0
232,24793,0,10,786946,0,0,0,0
233,24793,0,9,786947,0,0,1,0
234,24793,0,7,786949,0,0,2,0
235,24793,0,7,786949,0,0,0,0
236,24793,0,7,786949,0,0,0,0
237,24793,0,7,786949,0,0,0,0
238,24793,0,6,786950,0,0,1,0
239,24793,0,5,786951,0,0,1,0
240,24793,0,5,786951,0,0,0,0
241,24793,0,4,786952,0,0,1,0
242,24793,0,4,786952,0,0,0,0
243,24793,0,3,786953,0,0,1,0
244,24793,0,2,786954,0,0,1,0
245,24793,0,2,786954,0,0,0,0
246,24793,0,2,786954,0,0,0,0
247,24793,0,2,786954,0,0,0,0
248,24793,0,1,786955,0,0,1,0
249,24793,0,1,786955,0,0,0,0
250,24793,0,1,786955,0,0,0,0
